attempt_id,quiz_id,student_id,attempt_date,score,time_spent_seconds,passed
AT51330,QZ1660,QF1940,2024-08-20,75.88,339,True
AT51331,QZ1661,QF1427,2024-07-15,56.1,203,True
AT51332,QZ1661,QF1198,2024-08-02,87.12,327,True
AT51333,QZ1662,QF1196,2024-06-08,59.11,201,True
AT51334,QZ1668,QF1217,2024-08-28,64.66,196,True
AT51335,QZ1669,QF1537,2024-07-24,79.51,406,True
AT51336,QZ1669,QF1117,2024-07-09,67.89,313,True
AT51337,QZ1669,QF1953,2024-06-17,74.31,352,True
AT51338,QZ1669,QF1008,2024-07-07,72.83,413,True
AT51339,QZ1669,QF1627,2024-07-23,60.29,362,True
AT51340,QZ1669,QF1050,2024-07-29,60.84,235,True
AT51341,QZ1669,QF1198,2024-08-13,56.26,352,True
AT51342,QZ1669,QF1636,2024-08-17,71.59,220,True
AT51343,QZ1669,QF1490,2024-06-28,62.8,434,True
AT51344,QZ1669,QF1816,2024-07-17,61.37,369,True
AT51345,QZ1671,QF1871,2024-08-13,73.77,286,True
AT51346,QZ1671,QF1549,2024-08-28,73.91,185,True
AT51347,QZ1672,QF1786,2024-08-08,58.51,301,True
AT51348,QZ1672,QF1057,2024-08-23,79.6,363,True
AT51349,QZ1674,QF1323,2024-08-21,75.66,361,True
AT51350,QZ1674,QF1027,2024-08-27,74.07,181,True
AT51351,QZ1676,QF1909,2024-07-08,78.0,160,True
AT51352,QZ1676,QF1067,2024-08-24,89.69,153,True
AT51353,QZ1676,QF1287,2024-07-05,87.95,152,True
AT51354,QZ1676,QF1347,2024-08-28,58.56,222,True
AT51355,QZ1676,QF1641,2024-07-29,75.25,249,True
AT51356,QZ1676,QF1297,2024-07-04,83.44,139,True
AT51357,QZ1676,QF1738,2024-08-09,77.26,159,True
AT51358,QZ1676,QF1195,2024-08-16,76.66,232,True
AT51359,QZ1676,QF1769,2024-07-05,89.81,168,True
AT51360,QZ1676,QF1598,2024-08-15,69.18,229,True
AT51361,QZ1676,QF1278,2024-07-23,73.74,176,True
AT51362,QZ1678,QF1851,2024-08-12,71.52,348,True
AT51363,QZ1678,QF1309,2024-08-04,68.45,226,True
AT51364,QZ1678,QF1576,2024-08-29,74.14,182,True
AT51365,QZ1678,QF1705,2024-08-22,88.86,375,True
AT51366,QZ1678,QF1796,2024-08-09,67.39,382,True
AT51367,QZ1678,QF1155,2024-08-31,71.89,226,True
AT51368,QZ1678,QF1040,2024-08-23,83.18,394,True
AT51369,QZ1679,QF1157,2024-08-11,64.7,813,True
AT51370,QZ1679,QF1914,2024-07-23,76.82,791,True
AT51371,QZ1680,QF1617,2024-08-26,72.97,453,True
AT51372,QZ1680,QF1168,2024-08-31,70.3,328,True
AT51373,QZ1680,QF1960,2024-08-20,71.38,347,True
AT51374,QZ1680,QF1230,2024-08-20,62.83,306,True
AT51375,QZ1684,QF1593,2024-07-19,80.78,223,True
AT51376,QZ1684,QF1703,2024-08-23,63.35,381,True
AT51377,QZ1684,QF1892,2024-07-12,65.34,367,True
AT51378,QZ1685,QF1081,2024-08-20,55.12,117,True
AT51379,QZ1686,QF1763,2024-08-28,60.73,155,True
AT51380,QZ1687,QF1595,2024-08-15,48.01,146,False
AT51381,QZ1687,QF1385,2024-08-09,71.03,171,True
AT51382,QZ1687,QF1357,2024-07-29,62.31,276,True
AT51383,QZ1687,QF1605,2024-08-17,63.59,321,True
AT51384,QZ1687,QF1687,2024-08-01,67.21,233,True
AT51385,QZ1687,QF1262,2024-08-04,69.66,180,True
AT51386,QZ1691,QF1657,2024-08-26,64.41,241,True
AT51387,QZ1691,QF1511,2024-08-25,91.53,201,True
AT51388,QZ1691,QF1542,2024-08-28,46.16,419,False
AT51389,QZ1691,QF1306,2024-08-25,93.0,346,True
AT51390,QZ1691,QF1636,2024-08-30,67.38,315,True
AT51391,QZ1691,QF1086,2024-08-28,86.15,233,True
AT51392,QZ1692,QF1086,2024-08-22,81.91,314,True
AT51393,QZ1693,QF1810,2024-06-13,67.62,218,True
AT51394,QZ1693,QF1841,2024-07-27,98.83,144,True
AT51395,QZ1693,QF1595,2024-08-19,71.05,106,True
AT51396,QZ1694,QF1137,2024-07-25,55.69,100,True
AT51397,QZ1695,QF1476,2024-07-18,70.21,93,True
AT51398,QZ1695,QF1160,2024-08-29,72.76,128,True
AT51399,QZ1696,QF1479,2024-08-05,72.87,196,True
AT51400,QZ1699,QF1481,2024-08-11,73.59,229,True
AT51401,QZ1699,QF1413,2024-08-25,84.52,246,True
AT51402,QZ1699,QF1487,2024-07-24,69.74,240,True
AT51403,QZ1699,QF1401,2024-08-18,59.78,359,True
AT51404,QZ1700,QF1338,2024-08-09,61.96,255,True
AT51405,QZ1700,QF1903,2024-08-14,74.11,270,True
AT51406,QZ1701,QF1113,2024-08-18,60.52,145,True
AT51407,QZ1704,QF1653,2024-07-18,63.52,349,True
AT51408,QZ1706,QF1181,2024-08-20,71.8,474,True
AT51409,QZ1706,QF1123,2024-08-31,93.83,440,True
AT51410,QZ1706,QF1545,2024-08-09,67.25,269,True
AT51411,QZ1706,QF1786,2024-08-09,73.17,248,True
AT51412,QZ1706,QF1451,2024-08-07,76.92,379,True
AT51413,QZ1707,QF1393,2024-07-27,77.96,222,True
AT51414,QZ1710,QF1822,2024-08-26,64.71,375,True
AT51415,QZ1710,QF1644,2024-08-29,89.74,508,True
AT51416,QZ1710,QF1435,2024-08-27,100.0,315,True
AT51417,QZ1710,QF1136,2024-08-25,90.3,325,True
AT51418,QZ1714,QF1614,2024-08-22,80.4,216,True
AT51419,QZ1714,QF1839,2024-08-18,94.98,307,True
AT51420,QZ1714,QF1771,2024-08-15,86.14,325,True
AT51421,QZ1714,QF1183,2024-08-26,85.53,177,True
AT51422,QZ1717,QF1108,2024-07-08,58.36,140,True
AT51423,QZ1719,QF1924,2024-08-30,83.86,195,True
AT51424,QZ1719,QF1829,2024-08-30,63.04,234,True
AT51425,QZ1719,QF1259,2024-08-30,73.1,147,True
AT51426,QZ1719,QF1853,2024-08-30,68.98,255,True
AT51427,QZ1719,QF1741,2024-08-30,95.91,143,True
AT51428,QZ1720,QF1380,2024-07-17,79.72,187,True
AT51429,QZ1720,QF1600,2024-07-17,100.0,312,True
AT51430,QZ1720,QF1580,2024-08-04,64.28,218,True
AT51431,QZ1720,QF1959,2024-08-21,81.47,329,True
AT51432,QZ1720,QF1647,2024-07-26,68.88,265,True
AT51433,QZ1720,QF1596,2024-08-18,72.94,191,True
AT51434,QZ1720,QF1960,2024-07-30,75.4,177,True
AT51435,QZ1720,QF1220,2024-08-24,56.51,244,True
AT51436,QZ1723,QF1000,2024-08-12,52.6,306,True
AT51437,QZ1723,QF1840,2024-08-05,67.44,414,True
AT51438,QZ1725,QF1054,2024-08-23,61.66,188,True
AT51439,QZ1726,QF1403,2024-08-20,64.99,383,True
AT51440,QZ1726,QF1718,2024-08-24,78.53,345,True
AT51441,QZ1726,QF1822,2024-08-18,76.05,349,True
AT51442,QZ1726,QF1310,2024-08-17,85.98,313,True
AT51443,QZ1727,QF1727,2024-08-27,67.01,106,True
AT51444,QZ1727,QF1368,2024-08-20,75.03,96,True
AT51445,QZ1727,QF1157,2024-08-22,67.9,124,True
AT51446,QZ1727,QF1218,2024-08-26,71.83,192,True
AT51447,QZ1727,QF1124,2024-08-18,91.54,141,True
AT51448,QZ1729,QF1673,2024-08-30,97.39,145,True
AT51449,QZ1729,QF1238,2024-08-29,88.4,182,True
AT51450,QZ1729,QF1790,2024-08-29,67.18,308,True
AT51451,QZ1730,QF1712,2024-07-27,84.71,217,True
AT51452,QZ1730,QF1808,2024-07-18,65.98,221,True
AT51453,QZ1731,QF1805,2024-07-13,54.53,439,True
AT51454,QZ1733,QF1342,2024-07-31,58.61,185,True
AT51455,QZ1734,QF1941,2024-06-27,76.48,333,True
AT51456,QZ1734,QF1242,2024-06-28,58.44,328,True
AT51457,QZ1734,QF1275,2024-07-23,80.55,382,True
AT51458,QZ1735,QF1689,2024-08-27,76.32,251,True
AT51459,QZ1737,QF1694,2024-08-10,54.9,262,True
AT51460,QZ1737,QF1911,2024-06-29,66.14,307,True
AT51461,QZ1737,QF1081,2024-07-31,57.0,237,True
AT51462,QZ1737,QF1995,2024-07-17,66.68,309,True
AT51463,QZ1737,QF1768,2024-07-31,63.64,241,True
AT51464,QZ1737,QF1476,2024-06-13,59.29,262,True
AT51465,QZ1737,QF1987,2024-06-11,75.61,293,True
AT51466,QZ1737,QF1090,2024-08-11,72.46,271,True
AT51467,QZ1737,QF1136,2024-08-22,62.64,147,True
AT51468,QZ1737,QF1595,2024-08-18,54.55,152,True
AT51469,QZ1738,QF1547,2024-07-17,86.81,166,True
AT51470,QZ1739,QF1970,2024-08-24,55.6,167,True
AT51471,QZ1739,QF1587,2024-08-30,90.2,174,True
AT51472,QZ1740,QF1562,2024-08-30,89.03,256,True
AT51473,QZ1740,QF1065,2024-08-30,78.25,235,True
AT51474,QZ1740,QF1580,2024-08-31,75.59,286,True
AT51475,QZ1740,QF1577,2024-08-30,98.47,275,True
AT51476,QZ1740,QF1893,2024-08-28,73.13,351,True
AT51477,QZ1740,QF1087,2024-08-29,58.37,358,True
AT51478,QZ1740,QF1558,2024-08-31,80.38,316,True
AT51479,QZ1740,QF1639,2024-08-29,73.18,282,True
AT51480,QZ1742,QF1135,2024-07-11,81.84,150,True
AT51481,QZ1745,QF1485,2024-08-12,80.69,218,True
AT51482,QZ1749,QF1842,2024-07-06,81.31,436,True
AT51483,QZ1749,QF1314,2024-07-19,75.13,318,True
AT51484,QZ1752,QF1882,2024-07-24,91.93,388,True
AT51485,QZ1752,QF1143,2024-08-18,89.64,225,True
AT51486,QZ1752,QF1609,2024-06-23,67.24,241,True
AT51487,QZ1753,QF1936,2024-08-29,90.56,363,True
AT51488,QZ1754,QF1720,2024-08-17,88.97,211,True
AT51489,QZ1754,QF1830,2024-08-07,58.61,170,True
AT51490,QZ1754,QF1171,2024-08-14,68.06,171,True
AT51491,QZ1755,QF1353,2024-08-19,67.53,244,True
AT51492,QZ1755,QF1496,2024-08-05,92.37,287,True
AT51493,QZ1756,QF1300,2024-08-01,73.29,127,True
AT51494,QZ1756,QF1899,2024-07-28,69.82,218,True
AT51495,QZ1756,QF1430,2024-08-04,54.73,205,True
AT51496,QZ1758,QF1257,2024-08-26,88.54,406,True
AT51497,QZ1758,QF1822,2024-08-24,75.83,470,True
AT51498,QZ1758,QF1844,2024-08-30,67.49,250,True
AT51499,QZ1758,QF1599,2024-08-27,68.41,243,True
AT51500,QZ1758,QF1699,2024-08-21,69.02,480,True
AT51501,QZ1759,QF1664,2024-08-22,42.55,260,False
AT51502,QZ1759,QF1442,2024-08-13,47.31,301,False
AT51503,QZ1759,QF1513,2024-08-25,60.32,253,True
AT51504,QZ1759,QF1499,2024-08-11,44.94,163,False
AT51505,QZ1760,QF1744,2024-08-29,55.07,218,True
AT51506,QZ1760,QF1448,2024-08-30,89.78,232,True
AT51507,QZ1760,QF1602,2024-08-31,68.02,300,True
AT51508,QZ1760,QF1532,2024-08-29,96.38,308,True
AT51509,QZ1761,QF1327,2024-08-03,84.51,192,True
AT51510,QZ1761,QF1013,2024-08-29,72.11,342,True
AT51511,QZ1762,QF1012,2024-07-19,73.67,244,True
AT51512,QZ1762,QF1992,2024-08-17,88.7,221,True
AT51513,QZ1762,QF1841,2024-08-07,60.98,333,True
AT51514,QZ1762,QF1542,2024-07-28,96.63,157,True
AT51515,QZ1762,QF1060,2024-08-21,83.09,166,True
AT51516,QZ1762,QF1155,2024-07-20,94.64,258,True
AT51517,QZ1762,QF1402,2024-07-21,94.48,192,True
AT51518,QZ1762,QF1653,2024-07-30,75.74,221,True
AT51519,QZ1764,QF1227,2024-08-02,69.78,385,True
AT51520,QZ1764,QF1340,2024-08-28,69.39,365,True
AT51521,QZ1764,QF1712,2024-07-30,94.38,314,True
AT51522,QZ1765,QF1133,2024-07-24,73.47,327,True
AT51523,QZ1765,QF1524,2024-07-05,51.12,325,True
AT51524,QZ1766,QF1612,2024-08-30,95.08,140,True
AT51525,QZ1766,QF1128,2024-07-04,81.4,200,True
AT51526,QZ1766,QF1109,2024-07-10,98.67,190,True
AT51527,QZ1767,QF1106,2024-08-30,83.27,197,True
AT51528,QZ1767,QF1497,2024-08-28,69.59,210,True
AT51529,QZ1767,QF1121,2024-08-24,58.81,155,True
AT51530,QZ1767,QF1372,2024-08-07,72.1,242,True
AT51531,QZ1767,QF1318,2024-08-28,64.64,232,True
AT51532,QZ1768,QF1815,2024-07-15,59.47,414,True
AT51533,QZ1768,QF1178,2024-07-02,87.08,292,True
AT51534,QZ1774,QF1940,2024-08-21,88.52,95,True
AT51535,QZ1774,QF1001,2024-08-03,95.29,129,True
AT51536,QZ1776,QF1619,2024-07-18,58.92,280,True
AT51537,QZ1776,QF1588,2024-07-25,58.41,271,True
AT51538,QZ1778,QF1489,2024-06-18,61.46,316,True
AT51539,QZ1778,QF1121,2024-08-08,77.91,326,True
AT51540,QZ1779,QF1911,2024-08-12,56.47,257,True
AT51541,QZ1779,QF1676,2024-08-14,56.46,347,True
AT51542,QZ1779,QF1579,2024-08-24,60.25,196,True
AT51543,QZ1782,QF1640,2024-08-23,83.48,263,True
AT51544,QZ1783,QF1554,2024-08-05,73.37,162,True
AT51545,QZ1783,QF1316,2024-08-27,38.53,190,False
AT51546,QZ1783,QF1727,2024-08-18,96.09,157,True
AT51547,QZ1784,QF1741,2024-08-29,82.29,300,True
AT51548,QZ1784,QF1645,2024-08-12,59.97,230,True
AT51549,QZ1784,QF1917,2024-07-27,58.46,186,True
AT51550,QZ1784,QF1828,2024-07-28,63.44,310,True
AT51551,QZ1785,QF1357,2024-08-28,56.67,350,True
AT51552,QZ1785,QF1445,2024-08-26,65.98,415,True
AT51553,QZ1785,QF1110,2024-08-22,67.7,300,True
AT51554,QZ1785,QF1658,2024-08-23,67.29,279,True
AT51555,QZ1785,QF1846,2024-08-31,75.2,299,True
AT51556,QZ1786,QF1637,2024-08-08,79.41,196,True
AT51557,QZ1788,QF1201,2024-08-01,67.06,429,True
AT51558,QZ1788,QF1987,2024-08-26,66.21,499,True
AT51559,QZ1788,QF1262,2024-06-27,49.88,476,False
AT51560,QZ1788,QF1238,2024-08-01,82.19,492,True
AT51561,QZ1791,QF1888,2024-08-24,74.9,150,True
AT51562,QZ1792,QF1449,2024-07-18,80.3,290,True
AT51563,QZ1793,QF1308,2024-08-29,79.65,267,True
AT51564,QZ1793,QF1588,2024-08-29,84.21,327,True
AT51565,QZ1793,QF1099,2024-08-30,81.0,283,True
AT51566,QZ1793,QF1305,2024-08-29,60.33,377,True
AT51567,QZ1793,QF1065,2024-08-29,96.93,300,True
AT51568,QZ1793,QF1108,2024-08-29,76.63,289,True
AT51569,QZ1793,QF1406,2024-08-29,68.29,288,True
AT51570,QZ1793,QF1374,2024-08-31,55.85,219,True
AT51571,QZ1793,QF1763,2024-08-30,83.68,335,True
AT51572,QZ1793,QF1240,2024-08-29,90.88,357,True
AT51573,QZ1794,QF1218,2024-08-29,78.98,271,True
AT51574,QZ1794,QF1607,2024-08-18,69.72,177,True
AT51575,QZ1794,QF1110,2024-08-19,76.06,238,True
AT51576,QZ1794,QF1249,2024-08-30,76.72,308,True
AT51577,QZ1794,QF1172,2024-08-26,53.84,337,True
AT51578,QZ1795,QF1829,2024-08-13,65.51,168,True
AT51579,QZ1795,QF1071,2024-07-10,78.33,241,True
AT51580,QZ1796,QF1647,2024-08-23,64.11,384,True
AT51581,QZ1796,QF1285,2024-08-24,58.83,261,True
AT51582,QZ1796,QF1917,2024-08-20,82.31,228,True
AT51583,QZ1796,QF1009,2024-08-22,97.07,378,True
AT51584,QZ1796,QF1152,2024-08-24,73.91,283,True
AT51585,QZ1796,QF1607,2024-08-20,74.29,305,True
AT51586,QZ1796,QF1426,2024-08-29,78.48,239,True
AT51587,QZ1796,QF1899,2024-08-21,76.7,371,True
AT51588,QZ1796,QF1381,2024-08-30,86.34,349,True
AT51589,QZ1796,QF1511,2024-08-24,92.82,305,True
AT51590,QZ1796,QF1780,2024-08-26,61.34,409,True
AT51591,QZ1796,QF1313,2024-08-21,91.45,479,True
AT51592,QZ1796,QF1068,2024-08-30,80.61,273,True
AT51593,QZ1797,QF1626,2024-08-26,97.13,240,True
AT51594,QZ1797,QF1642,2024-08-16,52.09,279,True
AT51595,QZ1797,QF1308,2024-08-27,78.41,199,True
AT51596,QZ1797,QF1005,2024-08-14,55.47,179,True
AT51597,QZ1797,QF1356,2024-08-11,98.05,249,True
AT51598,QZ1798,QF1165,2024-08-09,56.85,392,True
AT51599,QZ1798,QF1954,2024-07-21,60.52,242,True
AT51600,QZ1798,QF1384,2024-08-27,89.0,276,True
AT51601,QZ1799,QF1262,2024-08-25,69.71,395,True
AT51602,QZ1801,QF1316,2024-08-29,71.2,367,True
AT51603,QZ1801,QF1075,2024-08-16,68.93,298,True
AT51604,QZ1801,QF1683,2024-08-21,70.05,377,True
AT51605,QZ1805,QF1044,2024-08-25,65.91,172,True
AT51606,QZ1809,QF1975,2024-08-16,88.73,319,True
AT51607,QZ1809,QF1432,2024-07-26,68.64,360,True
AT51608,QZ1810,QF1614,2024-08-15,71.45,356,True
AT51609,QZ1810,QF1614,2024-08-24,61.98,264,True
AT51610,QZ1810,QF1184,2024-08-14,48.26,315,False
AT51611,QZ1810,QF1168,2024-08-26,60.36,180,True
AT51612,QZ1810,QF1783,2024-08-14,86.88,248,True
AT51613,QZ1810,QF1384,2024-08-30,81.02,280,True
AT51614,QZ1810,QF1075,2024-08-22,74.73,321,True
AT51615,QZ1810,QF1915,2024-08-17,61.04,352,True
AT51616,QZ1810,QF1825,2024-08-31,70.47,275,True
AT51617,QZ1811,QF1465,2024-08-25,62.9,214,True
AT51618,QZ1811,QF1702,2024-08-14,63.64,143,True
AT51619,QZ1811,QF1360,2024-08-31,68.53,192,True
AT51620,QZ1811,QF1510,2024-08-24,67.87,231,True
AT51621,QZ1811,QF1220,2024-08-13,71.12,133,True
AT51622,QZ1811,QF1106,2024-08-12,66.32,140,True
AT51623,QZ1812,QF1879,2024-08-31,91.2,217,True
AT51624,QZ1812,QF1306,2024-08-31,77.42,368,True
AT51625,QZ1812,QF1225,2024-08-14,72.44,259,True
AT51626,QZ1812,QF1618,2024-08-24,62.26,367,True
AT51627,QZ1813,QF1975,2024-08-23,79.43,388,True
AT51628,QZ1813,QF1305,2024-08-11,52.0,468,True
AT51629,QZ1813,QF1424,2024-08-05,60.05,370,True
AT51630,QZ1813,QF1986,2024-08-11,64.87,304,True
AT51631,QZ1813,QF1401,2024-08-26,63.13,369,True
AT51632,QZ1814,QF1285,2024-08-19,61.65,382,True
AT51633,QZ1814,QF1812,2024-06-19,70.53,232,True
AT51634,QZ1814,QF1252,2024-07-08,73.7,171,True
AT51635,QZ1814,QF1821,2024-06-20,81.07,226,True
AT51636,QZ1814,QF1262,2024-07-05,90.99,206,True
AT51637,QZ1814,QF1919,2024-07-17,78.84,271,True
AT51638,QZ1814,QF1078,2024-06-06,69.68,368,True
AT51639,QZ1814,QF1886,2024-06-07,71.12,379,True
AT51640,QZ1815,QF1808,2024-06-19,69.93,230,True
AT51641,QZ1818,QF1463,2024-07-23,43.83,172,False
AT51642,QZ1819,QF1017,2024-08-30,70.0,312,True
AT51643,QZ1819,QF1773,2024-08-24,69.12,291,True
AT51644,QZ1819,QF1135,2024-08-30,80.88,314,True
AT51645,QZ1819,QF1445,2024-08-26,63.33,238,True
AT51646,QZ1820,QF1909,2024-08-22,78.12,265,True
AT51647,QZ1821,QF1870,2024-08-19,65.69,279,True
AT51648,QZ1821,QF1765,2024-08-25,80.02,309,True
AT51649,QZ1821,QF1860,2024-08-17,91.35,197,True
AT51650,QZ1821,QF1242,2024-08-28,72.83,297,True
AT51651,QZ1821,QF1415,2024-08-22,52.61,268,True
AT51652,QZ1821,QF1697,2024-08-24,77.84,271,True
AT51653,QZ1821,QF1002,2024-08-30,68.57,314,True
AT51654,QZ1821,QF1072,2024-08-28,53.52,210,True
AT51655,QZ1821,QF1625,2024-08-27,73.0,313,True
AT51656,QZ1821,QF1566,2024-08-31,60.91,352,True
AT51657,QZ1821,QF1510,2024-08-25,83.26,193,True
AT51658,QZ1821,QF1382,2024-08-20,85.18,207,True
AT51659,QZ1821,QF1082,2024-08-29,83.94,253,True
AT51660,QZ1821,QF1629,2024-08-24,69.4,183,True
AT51661,QZ1824,QF1087,2024-08-14,93.16,371,True
AT51662,QZ1824,QF1688,2024-08-25,64.96,256,True
AT51663,QZ1824,QF1071,2024-08-27,83.66,344,True
AT51664,QZ1825,QF1116,2024-08-19,62.93,512,True
AT51665,QZ1825,QF1376,2024-08-27,55.94,309,True
AT51666,QZ1825,QF1628,2024-08-15,80.89,533,True
AT51667,QZ1825,QF1189,2024-08-23,94.29,386,True
AT51668,QZ1826,QF1770,2024-08-05,62.08,591,True
AT51669,QZ1827,QF1214,2024-08-21,69.12,409,True
AT51670,QZ1829,QF1499,2024-08-31,74.95,283,True
AT51671,QZ1829,QF1802,2024-08-31,88.95,432,True
AT51672,QZ1829,QF1110,2024-08-31,66.28,254,True
AT51673,QZ1829,QF1853,2024-08-31,86.56,450,True
AT51674,QZ1829,QF1995,2024-08-31,57.49,328,True
AT51675,QZ1830,QF1560,2024-07-13,91.21,266,True
AT51676,QZ1830,QF1692,2024-07-26,74.8,194,True
AT51677,QZ1830,QF1968,2024-07-04,65.3,236,True
AT51678,QZ1830,QF1114,2024-08-24,67.76,190,True
AT51679,QZ1830,QF1868,2024-08-13,74.59,169,True
AT51680,QZ1830,QF1744,2024-07-21,73.32,161,True
AT51681,QZ1830,QF1295,2024-07-13,93.24,150,True
AT51682,QZ1830,QF1078,2024-07-12,83.01,191,True
AT51683,QZ1830,QF1522,2024-08-25,63.5,199,True
AT51684,QZ1830,QF1260,2024-08-08,76.87,302,True
AT51685,QZ1830,QF1376,2024-08-09,79.65,136,True
AT51686,QZ1832,QF1230,2024-06-29,66.16,190,True
AT51687,QZ1832,QF1798,2024-07-09,70.24,165,True
AT51688,QZ1833,QF1558,2024-08-28,73.23,90,True
AT51689,QZ1833,QF1034,2024-08-19,83.3,176,True
AT51690,QZ1835,QF1660,2024-08-01,95.28,249,True
AT51691,QZ1835,QF1645,2024-06-05,74.93,420,True
AT51692,QZ1835,QF1615,2024-06-24,82.78,212,True
AT51693,QZ1835,QF1839,2024-06-16,56.44,344,True
AT51694,QZ1836,QF1587,2024-08-22,91.21,343,True
AT51695,QZ1836,QF1489,2024-08-23,87.95,240,True
AT51696,QZ1836,QF1698,2024-08-21,76.63,290,True
AT51697,QZ1836,QF1788,2024-08-17,76.88,189,True
AT51698,QZ1836,QF1151,2024-08-21,61.7,308,True
AT51699,QZ1836,QF1865,2024-08-19,65.17,161,True
AT51700,QZ1836,QF1633,2024-08-16,91.31,237,True
AT51701,QZ1836,QF1728,2024-08-19,96.1,335,True
AT51702,QZ1836,QF1332,2024-08-21,42.39,318,False
AT51703,QZ1836,QF1859,2024-08-28,76.37,208,True
AT51704,QZ1836,QF1926,2024-08-26,85.15,215,True
AT51705,QZ1836,QF1272,2024-08-29,80.93,246,True
AT51706,QZ1836,QF1195,2024-08-23,64.93,175,True
AT51707,QZ1836,QF1600,2024-08-31,65.2,324,True
AT51708,QZ1836,QF1832,2024-08-21,87.17,189,True
AT51709,QZ1837,QF1062,2024-08-28,57.29,540,True
AT51710,QZ1837,QF1647,2024-08-31,64.87,587,True
AT51711,QZ1837,QF1844,2024-08-15,63.18,490,True
AT51712,QZ1838,QF1575,2024-08-23,65.33,242,True
AT51713,QZ1838,QF1040,2024-08-22,87.98,239,True
AT51714,QZ1838,QF1943,2024-08-30,74.69,434,True
AT51715,QZ1838,QF1970,2024-08-26,62.51,441,True
AT51716,QZ1838,QF1607,2024-08-28,83.51,325,True
AT51717,QZ1838,QF1954,2024-08-25,56.7,345,True
AT51718,QZ1838,QF1564,2024-08-22,76.24,347,True
AT51719,QZ1839,QF1259,2024-07-27,51.97,215,True
AT51720,QZ1839,QF1746,2024-07-04,64.59,155,True
AT51721,QZ1841,QF1908,2024-08-09,68.96,135,True
AT51722,QZ1842,QF1195,2024-08-20,95.53,211,True
AT51723,QZ1842,QF1763,2024-08-09,85.72,232,True
AT51724,QZ1843,QF1673,2024-07-23,74.34,266,True
AT51725,QZ1843,QF1099,2024-08-31,46.43,392,False
AT51726,QZ1843,QF1361,2024-07-20,68.32,346,True
AT51727,QZ1843,QF1408,2024-08-05,52.04,419,True
AT51728,QZ1843,QF1785,2024-08-13,61.55,256,True
AT51729,QZ1843,QF1035,2024-06-25,81.66,309,True
AT51730,QZ1843,QF1841,2024-07-23,61.33,204,True
AT51731,QZ1845,QF1403,2024-08-30,60.5,222,True
AT51732,QZ1846,QF1967,2024-08-25,64.4,394,True
AT51733,QZ1847,QF1369,2024-08-21,79.81,164,True
AT51734,QZ1847,QF1811,2024-08-27,71.24,147,True
AT51735,QZ1847,QF1700,2024-08-25,70.13,267,True
AT51736,QZ1847,QF1648,2024-08-24,78.91,253,True
AT51737,QZ1847,QF1841,2024-08-26,81.38,269,True
AT51738,QZ1847,QF1089,2024-08-25,72.34,222,True
AT51739,QZ1848,QF1759,2024-08-21,75.77,301,True
AT51740,QZ1848,QF1822,2024-08-27,79.77,411,True
AT51741,QZ1848,QF1295,2024-08-21,70.56,342,True
AT51742,QZ1848,QF1993,2024-08-17,74.02,200,True
AT51743,QZ1851,QF1612,2024-07-19,79.21,200,True
AT51744,QZ1853,QF1992,2024-07-27,68.05,185,True
AT51745,QZ1854,QF1708,2024-08-21,77.13,273,True
AT51746,QZ1854,QF1778,2024-08-21,73.57,496,True
AT51747,QZ1855,QF1314,2024-08-09,62.21,214,True
AT51748,QZ1856,QF1773,2024-08-12,69.91,355,True
AT51749,QZ1856,QF1204,2024-08-20,67.85,309,True
AT51750,QZ1856,QF1716,2024-08-22,56.23,177,True
AT51751,QZ1857,QF1576,2024-08-28,84.57,175,True
AT51752,QZ1857,QF1311,2024-08-18,85.92,262,True
AT51753,QZ1858,QF1229,2024-07-11,57.79,115,True
AT51754,QZ1862,QF1483,2024-07-18,86.86,87,True
AT51755,QZ1862,QF1552,2024-07-02,63.4,131,True
AT51756,QZ1863,QF1452,2024-07-10,74.97,241,True
AT51757,QZ1865,QF1116,2024-08-13,56.72,194,True
AT51758,QZ1866,QF1910,2024-07-20,78.38,317,True
AT51759,QZ1866,QF1487,2024-07-28,69.17,162,True
AT51760,QZ1871,QF1488,2024-08-11,69.31,255,True
AT51761,QZ1871,QF1103,2024-08-17,84.15,186,True
AT51762,QZ1871,QF1872,2024-08-10,79.67,351,True
AT51763,QZ1872,QF1295,2024-08-08,69.35,221,True
AT51764,QZ1872,QF1679,2024-08-13,76.34,219,True
AT51765,QZ1873,QF1364,2024-08-15,70.78,204,True
AT51766,QZ1873,QF1558,2024-08-15,63.55,299,True
AT51767,QZ1873,QF1135,2024-08-28,73.01,194,True
AT51768,QZ1873,QF1338,2024-08-14,64.24,269,True
AT51769,QZ1873,QF1613,2024-08-11,75.71,259,True
AT51770,QZ1873,QF1556,2024-08-15,72.55,149,True
AT51771,QZ1873,QF1599,2024-08-09,65.35,210,True
AT51772,QZ1874,QF1575,2024-08-27,79.49,143,True
AT51773,QZ1874,QF1682,2024-08-26,73.7,187,True
AT51774,QZ1874,QF1662,2024-08-15,52.68,264,True
AT51775,QZ1874,QF1013,2024-07-13,79.72,180,True
AT51776,QZ1874,QF1537,2024-08-15,75.04,280,True
AT51777,QZ1875,QF1640,2024-07-28,41.2,294,False
AT51778,QZ1878,QF1346,2024-08-18,49.55,165,False
AT51779,QZ1878,QF1572,2024-08-26,79.43,236,True
