question_id,quiz_id,creator_id,creation_date,topic,question_type,bloom_level,difficulty_score
QS10899,QZ1115,QF1031,2024-06-24,Language,MCQ,Apply,3.6
QS10900,QZ1116,QF1031,2024-06-08,Language,MCQ,Remember,1.47
QS10901,QZ1117,QF1031,2024-05-21,English,MCQ,Remember,1.98
QS10902,QZ1117,QF1031,2024-05-21,English,MCQ,Remember,2.09
QS10903,QZ1117,QF1031,2024-05-21,English,MCQ,Apply,3.72
QS10904,QZ1117,QF1031,2024-05-21,English,MCQ,Apply,1.9
QS10905,QZ1117,QF1031,2024-05-21,English,MCQ,Understand,2.19
QS10906,QZ1117,QF1031,2024-05-21,English,MCQ,Understand,3.18
QS10907,QZ1117,QF1031,2024-05-21,English,MCQ,Understand,3.5
QS10908,QZ1117,QF1031,2024-05-21,English,MCQ,Understand,3.12
QS10909,QZ1117,QF1031,2024-05-21,English,MCQ,Apply,4.36
QS10910,QZ1117,QF1031,2024-05-21,English,MCQ,Remember,1.41
QS10911,QZ1117,QF1031,2024-05-21,English,MCQ,Remember,2.84
QS10912,QZ1118,QF1031,2024-08-24,General Knowledge,MCQ,Apply,3.2
QS10913,QZ1118,QF1031,2024-08-24,General Knowledge,MCQ,Remember,1.57
QS10914,QZ1118,QF1031,2024-08-24,General Knowledge,MCQ,Remember,1.22
QS10915,QZ1118,QF1031,2024-08-24,General Knowledge,MCQ,Apply,1.63
QS10916,QZ1118,QF1031,2024-08-24,General Knowledge,MCQ,Remember,1.0
QS10917,QZ1118,QF1031,2024-08-24,General Knowledge,MCQ,Apply,3.21
QS10918,QZ1118,QF1031,2024-08-24,General Knowledge,MCQ,Apply,4.51
QS10919,QZ1118,QF1031,2024-08-24,General Knowledge,MCQ,Understand,2.91
QS10920,QZ1118,QF1031,2024-08-24,General Knowledge,MCQ,Analyze,3.28
QS10921,QZ1118,QF1031,2024-08-24,General Knowledge,MCQ,Apply,1.01
QS10922,QZ1119,QF1031,2024-04-09,Computer Science,MCQ,Evaluate,5.0
QS10923,QZ1119,QF1031,2024-04-09,Computer Science,MCQ,Remember,2.09
QS10924,QZ1119,QF1031,2024-04-09,Computer Science,MCQ,Remember,2.37
QS10925,QZ1119,QF1031,2024-04-09,Computer Science,Open,Remember,1.83
QS10926,QZ1119,QF1031,2024-04-09,Computer Science,MCQ,Evaluate,5.0
QS10927,QZ1119,QF1031,2024-04-09,Computer Science,Open,Remember,2.72
QS10928,QZ1120,QF1031,2024-07-26,General Knowledge,MCQ,Understand,2.53
QS10929,QZ1120,QF1031,2024-07-26,General Knowledge,MCQ,Understand,2.74
QS10930,QZ1120,QF1031,2024-07-26,General Knowledge,MCQ,Apply,3.16
QS10931,QZ1120,QF1031,2024-07-26,General Knowledge,MCQ,Analyze,2.8
QS10932,QZ1120,QF1031,2024-07-26,General Knowledge,MCQ,Evaluate,5.0
QS10933,QZ1120,QF1031,2024-07-26,General Knowledge,MCQ,Remember,2.89
QS10934,QZ1120,QF1031,2024-07-26,General Knowledge,MCQ,Evaluate,4.68
QS10935,QZ1121,QF1031,2024-08-24,Computer Science,MCQ,Understand,3.88
QS10936,QZ1121,QF1031,2024-08-24,Computer Science,MCQ,Apply,3.65
QS10937,QZ1121,QF1031,2024-08-24,Computer Science,MCQ,Apply,1.85
QS10938,QZ1121,QF1031,2024-08-24,Computer Science,Open,Understand,2.36
QS10939,QZ1121,QF1031,2024-08-24,Computer Science,MCQ,Understand,2.29
QS10940,QZ1121,QF1031,2024-08-24,Computer Science,Open,Create,5.0
QS10941,QZ1121,QF1031,2024-08-24,Computer Science,MCQ,Remember,1.0
QS10942,QZ1121,QF1031,2024-08-24,Computer Science,Open,Analyze,3.81
QS10943,QZ1121,QF1031,2024-08-24,Computer Science,MCQ,Remember,2.13
QS10944,QZ1121,QF1031,2024-08-24,Computer Science,MCQ,Understand,3.2
QS10945,QZ1121,QF1031,2024-08-24,Computer Science,MCQ,Apply,4.23
QS10946,QZ1122,QF1031,2024-08-05,History,MCQ,Understand,3.68
QS10947,QZ1122,QF1031,2024-08-05,History,MCQ,Analyze,2.79
QS10948,QZ1122,QF1031,2024-08-05,History,MCQ,Understand,2.47
QS10949,QZ1122,QF1031,2024-08-05,History,Open,Apply,4.57
QS10950,QZ1122,QF1031,2024-08-05,History,Open,Evaluate,4.82
QS10951,QZ1122,QF1031,2024-08-05,History,Open,Remember,1.68
QS10952,QZ1122,QF1031,2024-08-05,History,Open,Create,4.4
QS10953,QZ1123,QF1032,2024-07-05,Biology,MCQ,Apply,3.18
QS10954,QZ1123,QF1032,2024-07-05,Biology,MCQ,Evaluate,4.72
QS10955,QZ1123,QF1032,2024-07-05,Biology,MCQ,Evaluate,4.06
QS10956,QZ1123,QF1032,2024-07-05,Biology,MCQ,Evaluate,4.76
QS10957,QZ1123,QF1032,2024-07-05,Biology,MCQ,Understand,2.39
QS10958,QZ1123,QF1032,2024-07-05,Biology,MCQ,Apply,2.85
QS10959,QZ1123,QF1032,2024-07-05,Biology,MCQ,Remember,3.38
QS10960,QZ1123,QF1032,2024-07-05,Biology,MCQ,Remember,1.64
QS10961,QZ1123,QF1032,2024-07-05,Biology,MCQ,Understand,1.63
QS10962,QZ1123,QF1032,2024-07-05,Biology,MCQ,Understand,2.71
QS10963,QZ1124,QF1032,2024-03-23,Chemistry,MCQ,Apply,3.22
QS10964,QZ1124,QF1032,2024-03-23,Chemistry,MCQ,Understand,1.43
QS10965,QZ1124,QF1032,2024-03-23,Chemistry,MCQ,Remember,1.69
QS10966,QZ1124,QF1032,2024-03-23,Chemistry,MCQ,Remember,2.16
QS10967,QZ1124,QF1032,2024-03-23,Chemistry,MCQ,Understand,2.56
QS10968,QZ1124,QF1032,2024-03-23,Chemistry,MCQ,Understand,1.61
QS10969,QZ1124,QF1032,2024-03-23,Chemistry,MCQ,Apply,3.04
QS10970,QZ1125,QF1032,2024-08-19,Language,MCQ,Remember,1.42
QS10971,QZ1125,QF1032,2024-08-19,Language,MCQ,Evaluate,5.0
QS10972,QZ1125,QF1032,2024-08-19,Language,MCQ,Remember,1.0
QS10973,QZ1125,QF1032,2024-08-19,Language,MCQ,Apply,5.0
QS10974,QZ1125,QF1032,2024-08-19,Language,MCQ,Remember,1.54
QS10975,QZ1125,QF1032,2024-08-19,Language,MCQ,Analyze,3.31
QS10976,QZ1125,QF1032,2024-08-19,Language,MCQ,Remember,1.0
QS10977,QZ1125,QF1032,2024-08-19,Language,MCQ,Evaluate,4.69
QS10978,QZ1126,QF1033,2024-03-30,Business Studies,MCQ,Remember,2.56
QS10979,QZ1126,QF1033,2024-03-30,Business Studies,MCQ,Understand,1.59
QS10980,QZ1126,QF1033,2024-03-30,Business Studies,MCQ,Analyze,3.93
QS10981,QZ1126,QF1033,2024-03-30,Business Studies,MCQ,Create,5.0
QS10982,QZ1126,QF1033,2024-03-30,Business Studies,MCQ,Understand,3.16
QS10983,QZ1126,QF1033,2024-03-30,Business Studies,MCQ,Understand,2.55
QS10984,QZ1126,QF1033,2024-03-30,Business Studies,MCQ,Understand,3.55
QS10985,QZ1126,QF1033,2024-03-30,Business Studies,MCQ,Understand,1.57
QS10986,QZ1126,QF1033,2024-03-30,Business Studies,MCQ,Evaluate,4.66
QS10987,QZ1126,QF1033,2024-03-30,Business Studies,MCQ,Apply,2.58
QS10988,QZ1126,QF1033,2024-03-30,Business Studies,MCQ,Apply,3.41
QS10989,QZ1126,QF1033,2024-03-30,Business Studies,MCQ,Remember,2.04
QS10990,QZ1127,QF1033,2024-07-12,Physics,MCQ,Understand,2.51
QS10991,QZ1127,QF1033,2024-07-12,Physics,MCQ,Analyze,3.83
QS10992,QZ1127,QF1033,2024-07-12,Physics,MCQ,Understand,2.41
QS10993,QZ1127,QF1033,2024-07-12,Physics,MCQ,Remember,1.9
QS10994,QZ1127,QF1033,2024-07-12,Physics,MCQ,Evaluate,3.52
QS10995,QZ1127,QF1033,2024-07-12,Physics,MCQ,Remember,2.66
QS10996,QZ1127,QF1033,2024-07-12,Physics,MCQ,Apply,1.68
QS10997,QZ1127,QF1033,2024-07-12,Physics,MCQ,Understand,3.76
QS10998,QZ1128,QF1033,2024-04-30,Mathematics,MCQ,Apply,2.32
QS10999,QZ1128,QF1033,2024-04-30,Mathematics,MCQ,Remember,1.27
QS11000,QZ1128,QF1033,2024-04-30,Mathematics,MCQ,Understand,3.86
QS11001,QZ1128,QF1033,2024-04-30,Mathematics,MCQ,Understand,1.97
QS11002,QZ1128,QF1033,2024-04-30,Mathematics,MCQ,Understand,2.39
QS11003,QZ1128,QF1033,2024-04-30,Mathematics,MCQ,Apply,2.21
QS11004,QZ1128,QF1033,2024-04-30,Mathematics,MCQ,Understand,3.37
QS11005,QZ1128,QF1033,2024-04-30,Mathematics,MCQ,Remember,1.87
QS11006,QZ1129,QF1033,2024-05-22,Physics,MCQ,Apply,3.28
QS11007,QZ1129,QF1033,2024-05-22,Physics,MCQ,Understand,1.79
QS11008,QZ1129,QF1033,2024-05-22,Physics,MCQ,Remember,2.79
QS11009,QZ1129,QF1033,2024-05-22,Physics,MCQ,Create,5.0
QS11010,QZ1129,QF1033,2024-05-22,Physics,MCQ,Apply,2.09
QS11011,QZ1129,QF1033,2024-05-22,Physics,MCQ,Remember,1.61
QS11012,QZ1129,QF1033,2024-05-22,Physics,MCQ,Understand,3.17
QS11013,QZ1130,QF1033,2024-06-08,Chemistry,MCQ,Apply,1.61
QS11014,QZ1130,QF1033,2024-06-08,Chemistry,MCQ,Remember,1.46
QS11015,QZ1130,QF1033,2024-06-08,Chemistry,MCQ,Understand,1.0
QS11016,QZ1130,QF1033,2024-06-08,Chemistry,MCQ,Apply,3.12
QS11017,QZ1130,QF1033,2024-06-08,Chemistry,MCQ,Understand,2.68
QS11018,QZ1130,QF1033,2024-06-08,Chemistry,MCQ,Analyze,4.18
QS11019,QZ1130,QF1033,2024-06-08,Chemistry,MCQ,Remember,1.0
QS11020,QZ1130,QF1033,2024-06-08,Chemistry,MCQ,Apply,2.37
QS11021,QZ1130,QF1033,2024-06-08,Chemistry,MCQ,Evaluate,4.08
QS11022,QZ1131,QF1033,2024-07-05,Programming,MCQ,Remember,2.94
QS11023,QZ1131,QF1033,2024-07-05,Programming,Open,Remember,2.32
QS11024,QZ1131,QF1033,2024-07-05,Programming,MCQ,Remember,2.08
QS11025,QZ1131,QF1033,2024-07-05,Programming,MCQ,Apply,1.35
QS11026,QZ1131,QF1033,2024-07-05,Programming,MCQ,Apply,4.2
QS11027,QZ1131,QF1033,2024-07-05,Programming,MCQ,Remember,3.79
QS11028,QZ1131,QF1033,2024-07-05,Programming,Open,Remember,2.0
QS11029,QZ1131,QF1033,2024-07-05,Programming,Open,Apply,1.96
QS11030,QZ1131,QF1033,2024-07-05,Programming,MCQ,Understand,1.27
QS11031,QZ1131,QF1033,2024-07-05,Programming,MCQ,Remember,1.0
QS11032,QZ1132,QF1033,2024-08-26,Chemistry,MCQ,Apply,2.78
QS11033,QZ1132,QF1033,2024-08-26,Chemistry,MCQ,Understand,2.51
QS11034,QZ1132,QF1033,2024-08-26,Chemistry,MCQ,Understand,2.3
QS11035,QZ1132,QF1033,2024-08-26,Chemistry,MCQ,Remember,2.23
QS11036,QZ1132,QF1033,2024-08-26,Chemistry,MCQ,Apply,2.24
QS11037,QZ1132,QF1033,2024-08-26,Chemistry,MCQ,Evaluate,5.0
QS11038,QZ1132,QF1033,2024-08-26,Chemistry,MCQ,Understand,3.57
QS11039,QZ1132,QF1033,2024-08-26,Chemistry,MCQ,Remember,2.08
QS11040,QZ1132,QF1033,2024-08-26,Chemistry,MCQ,Apply,2.37
QS11041,QZ1132,QF1033,2024-08-26,Chemistry,MCQ,Understand,2.73
QS11042,QZ1133,QF1033,2024-05-04,Programming,MCQ,Create,5.0
QS11043,QZ1133,QF1033,2024-05-04,Programming,Open,Apply,2.22
QS11044,QZ1133,QF1033,2024-05-04,Programming,MCQ,Understand,1.78
QS11045,QZ1133,QF1033,2024-05-04,Programming,MCQ,Understand,3.05
QS11046,QZ1133,QF1033,2024-05-04,Programming,MCQ,Understand,1.45
QS11047,QZ1134,QF1033,2024-08-02,Computer Science,MCQ,Create,4.75
QS11048,QZ1134,QF1033,2024-08-02,Computer Science,MCQ,Apply,3.29
QS11049,QZ1134,QF1033,2024-08-02,Computer Science,MCQ,Remember,1.0
QS11050,QZ1134,QF1033,2024-08-02,Computer Science,MCQ,Remember,1.53
QS11051,QZ1134,QF1033,2024-08-02,Computer Science,MCQ,Apply,2.06
QS11052,QZ1134,QF1033,2024-08-02,Computer Science,MCQ,Apply,3.26
QS11053,QZ1134,QF1033,2024-08-02,Computer Science,Open,Remember,2.66
QS11054,QZ1134,QF1033,2024-08-02,Computer Science,MCQ,Apply,3.85
QS11055,QZ1134,QF1033,2024-08-02,Computer Science,Open,Apply,3.29
QS11056,QZ1134,QF1033,2024-08-02,Computer Science,MCQ,Understand,2.27
QS11057,QZ1134,QF1033,2024-08-02,Computer Science,Open,Remember,3.1
QS11058,QZ1134,QF1033,2024-08-02,Computer Science,Open,Understand,3.42
QS11059,QZ1134,QF1033,2024-08-02,Computer Science,MCQ,Apply,3.26
QS11060,QZ1135,QF1033,2024-08-03,General Knowledge,MCQ,Analyze,3.13
QS11061,QZ1135,QF1033,2024-08-03,General Knowledge,MCQ,Analyze,4.68
QS11062,QZ1135,QF1033,2024-08-03,General Knowledge,Open,Evaluate,4.86
QS11063,QZ1135,QF1033,2024-08-03,General Knowledge,MCQ,Apply,1.99
QS11064,QZ1135,QF1033,2024-08-03,General Knowledge,Open,Apply,2.18
QS11065,QZ1135,QF1033,2024-08-03,General Knowledge,MCQ,Analyze,3.08
QS11066,QZ1136,QF1033,2024-07-07,Physics,MCQ,Create,4.89
QS11067,QZ1136,QF1033,2024-07-07,Physics,MCQ,Evaluate,4.61
QS11068,QZ1136,QF1033,2024-07-07,Physics,MCQ,Evaluate,4.37
QS11069,QZ1136,QF1033,2024-07-07,Physics,Open,Analyze,3.67
QS11070,QZ1136,QF1033,2024-07-07,Physics,MCQ,Understand,1.9
QS11071,QZ1136,QF1033,2024-07-07,Physics,Open,Remember,2.19
QS11072,QZ1137,QF1036,2024-04-29,Computer Science,Open,Remember,1.0
QS11073,QZ1137,QF1036,2024-04-29,Computer Science,Open,Remember,1.64
QS11074,QZ1137,QF1036,2024-04-29,Computer Science,MCQ,Evaluate,4.77
QS11075,QZ1137,QF1036,2024-04-29,Computer Science,Open,Understand,1.61
QS11076,QZ1137,QF1036,2024-04-29,Computer Science,MCQ,Apply,2.05
QS11077,QZ1137,QF1036,2024-04-29,Computer Science,Open,Remember,2.66
QS11078,QZ1137,QF1036,2024-04-29,Computer Science,MCQ,Understand,1.8
QS11079,QZ1137,QF1036,2024-04-29,Computer Science,MCQ,Understand,3.27
QS11080,QZ1138,QF1037,2024-06-23,Computer Science,MCQ,Apply,2.74
QS11081,QZ1138,QF1037,2024-06-23,Computer Science,MCQ,Understand,2.31
QS11082,QZ1138,QF1037,2024-06-23,Computer Science,MCQ,Apply,2.05
QS11083,QZ1138,QF1037,2024-06-23,Computer Science,MCQ,Apply,2.81
QS11084,QZ1138,QF1037,2024-06-23,Computer Science,MCQ,Remember,1.51
QS11085,QZ1138,QF1037,2024-06-23,Computer Science,MCQ,Remember,1.43
QS11086,QZ1139,QF1037,2024-07-30,General Knowledge,MCQ,Remember,1.0
QS11087,QZ1139,QF1037,2024-07-30,General Knowledge,Open,Remember,1.7
QS11088,QZ1139,QF1037,2024-07-30,General Knowledge,MCQ,Evaluate,2.85
QS11089,QZ1140,QF1039,2024-08-16,Business Studies,MCQ,Evaluate,4.27
QS11090,QZ1140,QF1039,2024-08-16,Business Studies,MCQ,Apply,2.23
QS11091,QZ1140,QF1039,2024-08-16,Business Studies,MCQ,Evaluate,3.02
QS11092,QZ1140,QF1039,2024-08-16,Business Studies,Open,Understand,4.16
QS11093,QZ1140,QF1039,2024-08-16,Business Studies,MCQ,Apply,3.18
QS11094,QZ1141,QF1040,2024-07-28,Language,Open,Remember,1.0
QS11095,QZ1141,QF1040,2024-07-28,Language,MCQ,Remember,2.82
QS11096,QZ1141,QF1040,2024-07-28,Language,MCQ,Understand,2.67
QS11097,QZ1141,QF1040,2024-07-28,Language,MCQ,Apply,3.98
QS11098,QZ1141,QF1040,2024-07-28,Language,Open,Apply,4.93
QS11099,QZ1141,QF1040,2024-07-28,Language,Open,Remember,1.0
QS11100,QZ1142,QF1040,2024-06-14,English,MCQ,Analyze,2.76
QS11101,QZ1142,QF1040,2024-06-14,English,MCQ,Remember,1.63
QS11102,QZ1142,QF1040,2024-06-14,English,MCQ,Understand,3.63
QS11103,QZ1142,QF1040,2024-06-14,English,MCQ,Evaluate,5.0
QS11104,QZ1142,QF1040,2024-06-14,English,MCQ,Remember,1.0
QS11105,QZ1142,QF1040,2024-06-14,English,MCQ,Remember,2.63
QS11106,QZ1142,QF1040,2024-06-14,English,MCQ,Remember,1.1
QS11107,QZ1142,QF1040,2024-06-14,English,MCQ,Remember,3.41
QS11108,QZ1142,QF1040,2024-06-14,English,MCQ,Apply,2.35
QS11109,QZ1142,QF1040,2024-06-14,English,MCQ,Remember,2.53
QS11110,QZ1142,QF1040,2024-06-14,English,MCQ,Evaluate,4.04
QS11111,QZ1143,QF1040,2024-08-06,Language,MCQ,Apply,3.6
QS11112,QZ1143,QF1040,2024-08-06,Language,MCQ,Evaluate,4.09
QS11113,QZ1143,QF1040,2024-08-06,Language,MCQ,Remember,1.12
QS11114,QZ1143,QF1040,2024-08-06,Language,MCQ,Apply,3.41
QS11115,QZ1143,QF1040,2024-08-06,Language,MCQ,Remember,2.11
QS11116,QZ1143,QF1040,2024-08-06,Language,MCQ,Create,5.0
QS11117,QZ1143,QF1040,2024-08-06,Language,MCQ,Remember,1.49
QS11118,QZ1144,QF1040,2024-08-13,Mathematics,MCQ,Remember,2.78
QS11119,QZ1144,QF1040,2024-08-13,Mathematics,MCQ,Remember,2.73
QS11120,QZ1144,QF1040,2024-08-13,Mathematics,MCQ,Create,4.85
QS11121,QZ1144,QF1040,2024-08-13,Mathematics,MCQ,Apply,2.23
QS11122,QZ1144,QF1040,2024-08-13,Mathematics,MCQ,Evaluate,4.45
QS11123,QZ1144,QF1040,2024-08-13,Mathematics,MCQ,Analyze,4.54
QS11124,QZ1145,QF1040,2024-05-10,Programming,MCQ,Remember,1.3
QS11125,QZ1145,QF1040,2024-05-10,Programming,MCQ,Evaluate,3.86
QS11126,QZ1145,QF1040,2024-05-10,Programming,Open,Apply,2.71
QS11127,QZ1145,QF1040,2024-05-10,Programming,MCQ,Apply,3.43
QS11128,QZ1145,QF1040,2024-05-10,Programming,MCQ,Analyze,4.49
QS11129,QZ1145,QF1040,2024-05-10,Programming,MCQ,Analyze,2.94
QS11130,QZ1145,QF1040,2024-05-10,Programming,Open,Apply,3.75
QS11131,QZ1145,QF1040,2024-05-10,Programming,MCQ,Understand,1.73
QS11132,QZ1145,QF1040,2024-05-10,Programming,Open,Understand,2.6
QS11133,QZ1145,QF1040,2024-05-10,Programming,MCQ,Analyze,4.58
QS11134,QZ1146,QF1042,2024-08-10,Physics,MCQ,Understand,1.47
QS11135,QZ1146,QF1042,2024-08-10,Physics,MCQ,Create,4.26
QS11136,QZ1146,QF1042,2024-08-10,Physics,MCQ,Apply,3.11
QS11137,QZ1146,QF1042,2024-08-10,Physics,MCQ,Remember,1.89
QS11138,QZ1146,QF1042,2024-08-10,Physics,MCQ,Create,4.87
QS11139,QZ1146,QF1042,2024-08-10,Physics,MCQ,Apply,2.85
QS11140,QZ1147,QF1043,2024-06-28,Programming,MCQ,Understand,4.32
QS11141,QZ1147,QF1043,2024-06-28,Programming,MCQ,Understand,1.36
QS11142,QZ1147,QF1043,2024-06-28,Programming,MCQ,Understand,3.32
QS11143,QZ1147,QF1043,2024-06-28,Programming,MCQ,Analyze,4.7
QS11144,QZ1147,QF1043,2024-06-28,Programming,MCQ,Remember,3.11
QS11145,QZ1147,QF1043,2024-06-28,Programming,MCQ,Understand,4.03
QS11146,QZ1148,QF1043,2024-05-12,Language,MCQ,Remember,1.88
QS11147,QZ1148,QF1043,2024-05-12,Language,MCQ,Understand,3.61
QS11148,QZ1148,QF1043,2024-05-12,Language,MCQ,Create,5.0
QS11149,QZ1148,QF1043,2024-05-12,Language,MCQ,Understand,1.59
QS11150,QZ1148,QF1043,2024-05-12,Language,MCQ,Understand,2.95
QS11151,QZ1148,QF1043,2024-05-12,Language,MCQ,Analyze,3.8
QS11152,QZ1148,QF1043,2024-05-12,Language,MCQ,Understand,3.85
QS11153,QZ1148,QF1043,2024-05-12,Language,MCQ,Create,4.22
QS11154,QZ1148,QF1043,2024-05-12,Language,MCQ,Remember,3.38
QS11155,QZ1148,QF1043,2024-05-12,Language,MCQ,Analyze,3.27
QS11156,QZ1148,QF1043,2024-05-12,Language,MCQ,Understand,2.18
QS11157,QZ1148,QF1043,2024-05-12,Language,MCQ,Remember,1.3
QS11158,QZ1149,QF1043,2024-05-25,English,MCQ,Understand,2.64
QS11159,QZ1149,QF1043,2024-05-25,English,MCQ,Remember,2.43
QS11160,QZ1149,QF1043,2024-05-25,English,MCQ,Remember,2.77
QS11161,QZ1149,QF1043,2024-05-25,English,MCQ,Understand,3.69
QS11162,QZ1149,QF1043,2024-05-25,English,MCQ,Create,4.81
QS11163,QZ1149,QF1043,2024-05-25,English,MCQ,Remember,2.44
QS11164,QZ1149,QF1043,2024-05-25,English,MCQ,Understand,3.06
QS11165,QZ1149,QF1043,2024-05-25,English,MCQ,Understand,1.91
QS11166,QZ1149,QF1043,2024-05-25,English,MCQ,Understand,2.43
QS11167,QZ1150,QF1044,2024-06-09,Programming,MCQ,Analyze,3.19
QS11168,QZ1150,QF1044,2024-06-09,Programming,MCQ,Remember,1.63
QS11169,QZ1150,QF1044,2024-06-09,Programming,MCQ,Evaluate,2.6
QS11170,QZ1150,QF1044,2024-06-09,Programming,MCQ,Evaluate,4.67
QS11171,QZ1150,QF1044,2024-06-09,Programming,MCQ,Understand,1.72
QS11172,QZ1150,QF1044,2024-06-09,Programming,MCQ,Understand,2.1
QS11173,QZ1150,QF1044,2024-06-09,Programming,MCQ,Understand,1.65
QS11174,QZ1150,QF1044,2024-06-09,Programming,MCQ,Apply,4.0
QS11175,QZ1150,QF1044,2024-06-09,Programming,MCQ,Remember,1.7
QS11176,QZ1151,QF1044,2024-06-11,History,MCQ,Remember,1.0
QS11177,QZ1151,QF1044,2024-06-11,History,MCQ,Apply,3.99
QS11178,QZ1151,QF1044,2024-06-11,History,MCQ,Remember,2.49
QS11179,QZ1151,QF1044,2024-06-11,History,Open,Remember,2.31
QS11180,QZ1152,QF1044,2024-04-22,Physics,MCQ,Apply,1.58
QS11181,QZ1152,QF1044,2024-04-22,Physics,MCQ,Apply,3.15
QS11182,QZ1152,QF1044,2024-04-22,Physics,MCQ,Understand,2.31
QS11183,QZ1152,QF1044,2024-04-22,Physics,MCQ,Apply,3.55
QS11184,QZ1152,QF1044,2024-04-22,Physics,MCQ,Evaluate,3.3
QS11185,QZ1152,QF1044,2024-04-22,Physics,MCQ,Analyze,4.65
QS11186,QZ1152,QF1044,2024-04-22,Physics,MCQ,Remember,1.79
QS11187,QZ1152,QF1044,2024-04-22,Physics,MCQ,Create,5.0
QS11188,QZ1152,QF1044,2024-04-22,Physics,MCQ,Remember,2.39
QS11189,QZ1152,QF1044,2024-04-22,Physics,MCQ,Remember,1.02
QS11190,QZ1153,QF1044,2024-07-28,English,MCQ,Remember,1.71
QS11191,QZ1153,QF1044,2024-07-28,English,MCQ,Apply,3.85
QS11192,QZ1153,QF1044,2024-07-28,English,MCQ,Analyze,3.53
QS11193,QZ1153,QF1044,2024-07-28,English,MCQ,Remember,1.97
QS11194,QZ1153,QF1044,2024-07-28,English,MCQ,Understand,3.06
QS11195,QZ1153,QF1044,2024-07-28,English,MCQ,Apply,3.57
QS11196,QZ1153,QF1044,2024-07-28,English,MCQ,Apply,2.65
QS11197,QZ1154,QF1048,2024-06-05,Computer Science,MCQ,Evaluate,4.89
QS11198,QZ1154,QF1048,2024-06-05,Computer Science,MCQ,Understand,2.94
QS11199,QZ1154,QF1048,2024-06-05,Computer Science,MCQ,Remember,1.22
QS11200,QZ1154,QF1048,2024-06-05,Computer Science,MCQ,Understand,3.12
QS11201,QZ1154,QF1048,2024-06-05,Computer Science,MCQ,Remember,1.89
QS11202,QZ1154,QF1048,2024-06-05,Computer Science,MCQ,Evaluate,4.5
QS11203,QZ1155,QF1048,2024-07-18,Chemistry,MCQ,Understand,3.49
QS11204,QZ1155,QF1048,2024-07-18,Chemistry,MCQ,Analyze,2.69
QS11205,QZ1155,QF1048,2024-07-18,Chemistry,MCQ,Remember,2.18
QS11206,QZ1155,QF1048,2024-07-18,Chemistry,MCQ,Remember,2.3
QS11207,QZ1155,QF1048,2024-07-18,Chemistry,MCQ,Remember,1.67
QS11208,QZ1155,QF1048,2024-07-18,Chemistry,Open,Understand,2.35
QS11209,QZ1155,QF1048,2024-07-18,Chemistry,MCQ,Apply,4.44
QS11210,QZ1155,QF1048,2024-07-18,Chemistry,Open,Remember,1.0
QS11211,QZ1155,QF1048,2024-07-18,Chemistry,MCQ,Apply,2.21
QS11212,QZ1155,QF1048,2024-07-18,Chemistry,MCQ,Remember,2.32
QS11213,QZ1155,QF1048,2024-07-18,Chemistry,MCQ,Understand,1.44
QS11214,QZ1155,QF1048,2024-07-18,Chemistry,MCQ,Apply,2.84
QS11215,QZ1155,QF1048,2024-07-18,Chemistry,MCQ,Create,5.0
QS11216,QZ1155,QF1048,2024-07-18,Chemistry,MCQ,Apply,3.36
QS11217,QZ1156,QF1049,2024-08-08,Business Studies,MCQ,Remember,1.0
QS11218,QZ1156,QF1049,2024-08-08,Business Studies,MCQ,Create,5.0
QS11219,QZ1156,QF1049,2024-08-08,Business Studies,Open,Understand,2.9
QS11220,QZ1156,QF1049,2024-08-08,Business Studies,MCQ,Remember,3.16
QS11221,QZ1156,QF1049,2024-08-08,Business Studies,MCQ,Remember,1.69
QS11222,QZ1156,QF1049,2024-08-08,Business Studies,MCQ,Create,4.39
QS11223,QZ1156,QF1049,2024-08-08,Business Studies,MCQ,Remember,2.31
QS11224,QZ1156,QF1049,2024-08-08,Business Studies,Open,Evaluate,3.35
QS11225,QZ1156,QF1049,2024-08-08,Business Studies,MCQ,Remember,1.68
QS11226,QZ1156,QF1049,2024-08-08,Business Studies,MCQ,Understand,2.57
QS11227,QZ1157,QF1050,2024-07-27,Mathematics,MCQ,Apply,2.29
QS11228,QZ1157,QF1050,2024-07-27,Mathematics,MCQ,Understand,2.51
QS11229,QZ1157,QF1050,2024-07-27,Mathematics,MCQ,Create,5.0
QS11230,QZ1157,QF1050,2024-07-27,Mathematics,MCQ,Evaluate,5.0
QS11231,QZ1157,QF1050,2024-07-27,Mathematics,MCQ,Create,4.5
QS11232,QZ1157,QF1050,2024-07-27,Mathematics,MCQ,Remember,2.69
QS11233,QZ1157,QF1050,2024-07-27,Mathematics,MCQ,Remember,1.0
QS11234,QZ1157,QF1050,2024-07-27,Mathematics,MCQ,Remember,1.42
QS11235,QZ1158,QF1051,2024-08-18,English,MCQ,Remember,2.75
QS11236,QZ1158,QF1051,2024-08-18,English,MCQ,Understand,3.22
QS11237,QZ1158,QF1051,2024-08-18,English,MCQ,Remember,1.75
QS11238,QZ1158,QF1051,2024-08-18,English,MCQ,Evaluate,4.61
QS11239,QZ1159,QF1051,2024-06-20,Language,MCQ,Apply,3.37
QS11240,QZ1159,QF1051,2024-06-20,Language,MCQ,Evaluate,3.7
QS11241,QZ1159,QF1051,2024-06-20,Language,MCQ,Apply,2.73
