quiz_id,creator_id,creation_date,topic,quiz_type,num_questions,avg_difficulty,dominant_bloom_level,popularity_score
QZ1335,QF1102,28-06-2024,General Knowledge,MCQ,9,2.76,Understand,0.27
QZ1336,QF1102,07-07-2024,Physics,MCQ,10,3.36,Apply,0.66
QZ1337,QF1102,21-08-2024,Computer Science,MCQ,10,3.24,Understand,1
QZ1338,QF1102,30-07-2024,Programming,Open,8,3.22,Remember,2.05
QZ1339,QF1102,13-08-2024,General Knowledge,Open,7,2.86,Understand,3.54
QZ1340,QF1104,11-05-2024,General Knowledge,MCQ,5,2.84,Understand,0.84
QZ1341,QF1105,01-07-2024,Language,Mixed,6,3.32,Remember,0.1
QZ1342,QF1105,06-08-2024,History,MCQ,8,2.16,Remember,1.15
QZ1343,QF1105,12-06-2024,English,MCQ,11,3.12,Understand,3.63
QZ1344,QF1106,19-07-2024,Biology,MCQ,6,2.8,Analyze,3.08
QZ1345,QF1107,27-08-2024,Programming,Mixed,5,2.31,Remember,1.76
QZ1346,QF1107,23-07-2024,History,MCQ,12,2.57,Understand,2.49
QZ1347,QF1107,16-08-2024,Biology,Open,9,3.17,Apply,2.81
QZ1348,QF1107,18-07-2024,English,MCQ,6,3.19,Remember,0.93
QZ1349,QF1108,28-07-2024,Computer Science,MCQ,10,2.72,Understand,0.11
QZ1350,QF1108,17-05-2024,Chemistry,MCQ,4,2.5,Remember,0.92
QZ1351,QF1108,06-07-2024,Programming,MCQ,4,2.44,Understand,8.02
QZ1352,QF1108,17-07-2024,Programming,Open,3,2.93,Analyze,0.63
QZ1353,QF1108,28-04-2024,English,MCQ,5,3.1,Apply,2.79
QZ1354,QF1110,18-08-2024,Business Studies,Mixed,8,2.37,Understand,1.2
QZ1355,QF1114,24-06-2024,History,Mixed,10,3.22,Understand,0.62
QZ1356,QF1114,08-06-2024,Physics,MCQ,13,2.85,Remember,3.46
QZ1357,QF1114,30-05-2024,Mathematics,Open,10,2.91,Remember,3.62
QZ1358,QF1115,19-04-2024,Business Studies,MCQ,10,2.9,Understand,0.68
QZ1359,QF1115,18-05-2024,General Knowledge,Mixed,11,3.07,Evaluate,0.8
QZ1360,QF1116,06-07-2024,General Knowledge,MCQ,8,3.49,Evaluate,8
QZ1361,QF1116,12-07-2024,Physics,MCQ,11,3.04,Understand,10.76
QZ1362,QF1116,30-04-2024,Physics,MCQ,6,2.78,Remember,3.99
QZ1363,QF1116,30-06-2024,Language,MCQ,6,2.91,Understand,0.83
QZ1364,QF1116,13-07-2024,Biology,MCQ,8,2.82,Remember,0.93
QZ1365,QF1116,15-05-2024,Language,Mixed,11,3.13,Understand,4.04
QZ1366,QF1116,18-05-2024,English,MCQ,8,3.01,Remember,6.1
QZ1367,QF1116,18-04-2024,Chemistry,Mixed,9,2.63,Understand,5.12
QZ1368,QF1116,24-06-2024,History,MCQ,12,2.39,Remember,1.96
QZ1369,QF1116,28-07-2024,Physics,Mixed,6,2.28,Understand,0.7
QZ1370,QF1116,15-08-2024,Biology,Mixed,5,3.15,Remember,3.24
QZ1371,QF1116,23-08-2024,History,MCQ,10,2.68,Remember,0.49
QZ1372,QF1116,29-07-2024,English,MCQ,4,2.32,Remember,2.98
QZ1373,QF1116,26-04-2024,Chemistry,MCQ,7,2.37,Remember,0.23
QZ1374,QF1117,11-08-2024,Business Studies,Mixed,5,2.69,Evaluate,1.59
QZ1375,QF1118,17-07-2024,Language,MCQ,9,2.92,Understand,3.94
QZ1376,QF1118,21-05-2024,English,Open,14,2.77,Remember,3.08
QZ1377,QF1118,20-05-2024,General Knowledge,MCQ,11,3.05,Remember,1.53
QZ1378,QF1118,23-07-2024,Programming,Open,10,2.95,Evaluate,1.14
QZ1379,QF1119,27-08-2024,Language,MCQ,12,2.62,Remember,0.1
QZ1380,QF1120,21-05-2024,Mathematics,Mixed,10,3.62,Create,0.49
QZ1381,QF1120,18-07-2024,Programming,MCQ,11,3.19,Understand,0.93
QZ1382,QF1120,15-07-2024,Language,MCQ,9,2.86,Understand,0.67
QZ1383,QF1120,30-06-2024,English,Open,6,3.25,Remember,0.1
QZ1384,QF1121,09-08-2024,Programming,Mixed,5,3.01,Remember,0.18
QZ1385,QF1122,22-07-2024,Physics,Mixed,5,3.03,Remember,0.16
QZ1386,QF1122,29-08-2024,Chemistry,MCQ,12,3.05,Apply,2.33
QZ1387,QF1122,28-06-2024,English,MCQ,10,2.51,Remember,1.36
QZ1388,QF1122,19-06-2024,Physics,MCQ,8,2.31,Remember,0.1
QZ1389,QF1122,14-05-2024,Physics,Mixed,10,3.39,Analyze,0.57
QZ1390,QF1123,28-07-2024,Language,MCQ,2,4.43,Evaluate,1.9
QZ1391,QF1127,22-08-2024,Chemistry,Mixed,9,2.98,Apply,0.59
QZ1392,QF1129,15-08-2024,English,MCQ,10,3.08,Understand,1.01
QZ1393,QF1130,09-08-2024,English,MCQ,12,3.04,Apply,4.97
QZ1394,QF1131,29-08-2024,General Knowledge,Open,11,3.12,Understand,0.21
QZ1395,QF1132,13-07-2024,Biology,MCQ,12,2.94,Understand,1.27
QZ1396,QF1133,21-08-2024,History,Mixed,9,2.84,Remember,2.47
QZ1397,QF1133,02-08-2024,Biology,Mixed,10,2.59,Remember,2.91
QZ1398,QF1133,17-08-2024,Programming,Mixed,7,3.26,Understand,1.47
QZ1399,QF1133,27-07-2024,Programming,MCQ,4,2.63,Remember,1.63
QZ1400,QF1133,20-08-2024,English,Mixed,8,3.19,Apply,1.05
QZ1401,QF1133,15-06-2024,Language,MCQ,7,3.48,Evaluate,2.6
QZ1402,QF1135,14-06-2024,Business Studies,Mixed,7,3.84,Understand,1.81
QZ1403,QF1135,24-08-2024,English,MCQ,4,2.57,Remember,0.34
QZ1404,QF1135,29-04-2024,Mathematics,Mixed,11,3.59,Evaluate,2.65
QZ1405,QF1135,03-07-2024,Physics,Mixed,6,3.03,Understand,1.74
QZ1406,QF1135,18-08-2024,Programming,Open,10,3.21,Remember,0.52
QZ1407,QF1136,30-06-2024,Computer Science,MCQ,7,2.91,Analyze,3.88
QZ1408,QF1136,17-07-2024,English,Mixed,11,2.82,Understand,1.89
QZ1409,QF1136,14-07-2024,Mathematics,Mixed,7,3.32,Remember,0.1
QZ1410,QF1137,14-07-2024,Mathematics,Mixed,5,2.51,Remember,0.82
QZ1411,QF1137,03-08-2024,History,Mixed,10,2.78,Remember,1.05
QZ1412,QF1137,05-06-2024,Chemistry,Mixed,11,3.03,Understand,0.34
QZ1413,QF1137,17-07-2024,Programming,Open,5,3.33,Understand,0.83
QZ1414,QF1138,03-07-2024,English,MCQ,7,3.52,Evaluate,6.84
QZ1415,QF1138,26-08-2024,Chemistry,MCQ,9,3.7,Understand,3.32
QZ1416,QF1138,29-06-2024,Business Studies,MCQ,17,3.43,Understand,6.44
QZ1417,QF1139,12-06-2024,Language,Mixed,7,2.63,Remember,1.49
QZ1418,QF1139,09-07-2024,Computer Science,Open,9,3.34,Remember,2.52
QZ1419,QF1140,05-08-2024,Language,Mixed,7,3.72,Evaluate,1.65
QZ1420,QF1140,03-07-2024,Mathematics,Mixed,4,2.98,Understand,2.12
QZ1421,QF1140,26-05-2024,Physics,MCQ,10,2.84,Understand,0.32
QZ1422,QF1140,24-06-2024,Physics,MCQ,4,2.83,Remember,0.1
QZ1423,QF1140,07-06-2024,Chemistry,MCQ,9,3.33,Understand,1.19
QZ1424,QF1141,06-06-2024,Language,Mixed,6,3.03,Remember,0.1
QZ1425,QF1142,09-08-2024,Mathematics,Mixed,10,3.04,Understand,0.91
QZ1426,QF1143,28-06-2024,History,Mixed,7,3.62,Evaluate,4.56
QZ1427,QF1143,29-08-2024,General Knowledge,Mixed,9,2.68,Remember,8.28
QZ1428,QF1143,23-05-2024,Language,Mixed,7,3.35,Remember,0.91
QZ1429,QF1143,16-07-2024,Chemistry,Mixed,10,3.57,Apply,5.99
QZ1430,QF1143,11-05-2024,Computer Science,Mixed,15,2.45,Understand,0.71
QZ1431,QF1143,07-08-2024,Chemistry,MCQ,11,3.3,Understand,3.39
QZ1432,QF1143,16-06-2024,Mathematics,Open,8,3.02,Remember,0.84
QZ1433,QF1143,22-07-2024,English,Open,5,2.75,Evaluate,0.68
QZ1434,QF1143,23-05-2024,History,MCQ,4,2.38,Remember,1.38
QZ1435,QF1143,17-08-2024,Mathematics,MCQ,6,3.32,Understand,0.78
QZ1436,QF1143,03-05-2024,History,Mixed,6,3.37,Remember,0.72
QZ1437,QF1143,11-07-2024,Biology,MCQ,9,2.61,Remember,0.41
QZ1438,QF1143,26-07-2024,Programming,MCQ,13,2.71,Remember,4.14
QZ1439,QF1143,05-06-2024,Biology,MCQ,5,3.08,Apply,2.81
QZ1440,QF1143,05-08-2024,Programming,Mixed,8,2.25,Remember,3.96
QZ1441,QF1143,27-06-2024,Physics,Mixed,9,3.37,Evaluate,7.83
QZ1442,QF1143,18-07-2024,History,MCQ,11,2.9,Understand,15
QZ1443,QF1143,02-08-2024,Language,MCQ,9,2.77,Apply,1.57
QZ1444,QF1143,19-06-2024,Computer Science,MCQ,9,2.9,Remember,0.24
QZ1445,QF1143,25-07-2024,General Knowledge,MCQ,10,3.33,Analyze,0.17
QZ1446,QF1143,03-08-2024,Chemistry,MCQ,13,2.78,Understand,0.82
QZ1447,QF1145,05-08-2024,Biology,MCQ,12,2.78,Remember,0.65
QZ1448,QF1145,14-06-2024,Chemistry,MCQ,6,3.82,Understand,0.69
QZ1449,QF1145,16-08-2024,Chemistry,MCQ,9,3.06,Remember,1.53
QZ1450,QF1147,17-05-2024,Computer Science,Mixed,15,3.24,Understand,0.1
QZ1451,QF1148,02-08-2024,Mathematics,Open,7,3.22,Understand,7.54
QZ1452,QF1148,04-07-2024,Chemistry,Mixed,9,2.86,Understand,0.19
QZ1453,QF1148,11-06-2024,History,Open,6,3.44,Evaluate,5.39
QZ1454,QF1148,04-06-2024,Computer Science,MCQ,6,2.65,Remember,2.07
QZ1455,QF1148,03-08-2024,Programming,MCQ,2,3.84,Understand,0.51
QZ1456,QF1148,22-07-2024,Biology,Mixed,5,2.02,Remember,2.25
QZ1457,QF1149,08-07-2024,English,MCQ,4,2.57,Understand,0.9
QZ1458,QF1150,25-08-2024,Chemistry,Open,6,2.34,Remember,0.11
QZ1459,QF1151,31-05-2024,Physics,MCQ,8,2.68,Remember,0.59
QZ1460,QF1152,17-07-2024,Computer Science,Mixed,6,3.01,Analyze,1.41
QZ1461,QF1153,15-06-2024,Mathematics,Mixed,14,2.68,Understand,2.1
QZ1462,QF1154,31-08-2024,Business Studies,Mixed,8,3.13,Understand,1.6
QZ1463,QF1157,31-08-2024,Biology,Mixed,13,3.65,Apply,2.53
QZ1464,QF1157,09-08-2024,Biology,Mixed,6,3.35,Analyze,0.9
QZ1465,QF1157,21-08-2024,Business Studies,Mixed,12,2.46,Understand,0.9
QZ1466,QF1158,07-06-2024,History,MCQ,9,2.3,Remember,2.24
QZ1467,QF1158,22-05-2024,English,Open,10,3.4,Evaluate,4.73
QZ1468,QF1159,27-07-2024,Biology,MCQ,8,3.57,Evaluate,1.1
QZ1469,QF1160,21-05-2024,Biology,MCQ,8,3.02,Understand,1.74
QZ1470,QF1161,30-05-2024,Mathematics,MCQ,8,3.28,Analyze,0.48
QZ1471,QF1162,03-08-2024,Programming,Open,8,2.96,Remember,0.84
QZ1472,QF1163,27-07-2024,Biology,Open,9,3.08,Apply,0.13
QZ1473,QF1163,21-07-2024,Computer Science,MCQ,2,1.88,Understand,0.62
QZ1474,QF1163,06-08-2024,History,MCQ,8,3.3,Understand,0.97
QZ1475,QF1164,08-06-2024,English,MCQ,9,3.13,Understand,0.32
QZ1476,QF1164,27-07-2024,Physics,Mixed,8,3.06,Analyze,0.22
QZ1477,QF1164,17-08-2024,English,MCQ,10,2.8,Remember,5.85
QZ1478,QF1165,17-05-2024,History,MCQ,6,3.15,Remember,1.17
QZ1479,QF1166,17-06-2024,Programming,Open,5,2.43,Understand,1.25
QZ1480,QF1166,28-06-2024,Language,MCQ,9,2.72,Remember,6.72
QZ1481,QF1166,31-08-2024,Computer Science,Mixed,8,2.85,Understand,6.56
QZ1482,QF1166,15-07-2024,Programming,Mixed,6,2.39,Understand,0.37
QZ1483,QF1166,03-08-2024,Language,MCQ,3,2.18,Understand,2.8
QZ1484,QF1167,07-06-2024,History,Mixed,7,3.06,Understand,0.24
QZ1485,QF1167,16-07-2024,Mathematics,MCQ,9,3.02,Apply,1.29
QZ1486,QF1167,24-07-2024,Physics,MCQ,9,2.54,Remember,3.43
QZ1487,QF1168,11-06-2024,English,MCQ,5,3.02,Understand,0.11
QZ1488,QF1169,11-07-2024,Chemistry,Mixed,4,2.26,Remember,1.27
QZ1489,QF1170,10-05-2024,General Knowledge,MCQ,9,3.24,Analyze,0.63
QZ1490,QF1173,12-06-2024,English,MCQ,7,3.15,Understand,0.8
QZ1491,QF1173,10-07-2024,Mathematics,Open,9,2.56,Analyze,2.36
QZ1492,QF1173,21-07-2024,Physics,Mixed,5,3.27,Analyze,0.99
QZ1493,QF1173,26-05-2024,General Knowledge,Mixed,9,2.95,Evaluate,1.3
QZ1494,QF1173,07-07-2024,Computer Science,Mixed,10,3.61,Analyze,0.9
QZ1495,QF1174,27-07-2024,History,MCQ,5,3.42,Apply,0.54
QZ1496,QF1174,10-06-2024,History,Open,10,2.52,Understand,3.55
QZ1497,QF1176,08-08-2024,Computer Science,Mixed,6,2.62,Understand,1.4
QZ1498,QF1176,17-08-2024,General Knowledge,MCQ,10,3.22,Analyze,3.39
QZ1499,QF1176,29-05-2024,Language,MCQ,10,3.2,Understand,1.24
QZ1500,QF1176,05-07-2024,Physics,MCQ,9,3.04,Evaluate,5.64
QZ1501,QF1176,28-05-2024,Computer Science,MCQ,6,2.79,Remember,2.27
QZ1502,QF1176,09-08-2024,General Knowledge,MCQ,9,2.43,Remember,4.23
QZ1503,QF1176,19-08-2024,Biology,Mixed,16,2.54,Understand,1.02
QZ1504,QF1176,26-08-2024,English,Mixed,5,3.81,Understand,3.81
QZ1505,QF1176,14-08-2024,Mathematics,Open,9,2.83,Remember,0.15
QZ1506,QF1177,26-07-2024,Computer Science,MCQ,11,3.22,Understand,4.55
QZ1507,QF1177,17-07-2024,Mathematics,Mixed,7,3,Remember,0.44
QZ1508,QF1177,25-08-2024,Language,Mixed,3,2.72,Apply,3.15
QZ1509,QF1177,03-08-2024,Language,Mixed,13,2.81,Understand,6.36
QZ1510,QF1177,14-08-2024,Programming,MCQ,4,2.57,Remember,0.19
QZ1511,QF1177,26-05-2024,Programming,Mixed,10,3.07,Remember,5.94
QZ1512,QF1177,31-07-2024,Biology,MCQ,4,2.3,Remember,4.47
QZ1513,QF1177,26-06-2024,History,MCQ,9,2.69,Apply,0.38
QZ1514,QF1177,19-06-2024,Computer Science,Open,11,3.66,Understand,1.22
QZ1515,QF1177,25-07-2024,Physics,MCQ,7,2.6,Understand,2.99
QZ1516,QF1178,08-08-2024,Programming,MCQ,5,3.35,Apply,0.47
QZ1517,QF1178,24-08-2024,History,Mixed,8,2.15,Remember,1.24
QZ1518,QF1180,26-08-2024,General Knowledge,Mixed,9,2.14,Understand,2.94
QZ1519,QF1180,15-08-2024,History,MCQ,12,2.94,Understand,5.28
QZ1520,QF1180,05-08-2024,Programming,Mixed,5,3.28,Remember,3.89
QZ1521,QF1181,26-08-2024,Physics,MCQ,6,3.2,Remember,2.67
QZ1522,QF1181,29-08-2024,English,Mixed,8,2.82,Understand,6.14
QZ1523,QF1181,18-05-2024,Language,Mixed,9,3.5,Remember,1.92
QZ1524,QF1181,23-08-2024,English,Mixed,10,2.74,Remember,2.86
QZ1525,QF1181,13-07-2024,Programming,Mixed,13,3.69,Apply,1.69
QZ1526,QF1181,19-08-2024,Computer Science,MCQ,10,2.85,Remember,3.98
QZ1527,QF1181,28-07-2024,History,MCQ,7,3.13,Analyze,3.76
QZ1528,QF1181,01-07-2024,Computer Science,MCQ,8,3.09,Remember,6.06
QZ1529,QF1181,21-08-2024,English,MCQ,12,2.9,Understand,0.39
QZ1530,QF1181,24-05-2024,Language,MCQ,7,2.65,Understand,2.66
QZ1531,QF1181,13-08-2024,Chemistry,MCQ,8,3.37,Remember,1.03
QZ1532,QF1181,09-07-2024,Biology,MCQ,3,2.16,Remember,7.59
QZ1533,QF1181,27-07-2024,Computer Science,Mixed,4,2.9,Understand,0.28
QZ1534,QF1181,18-08-2024,Programming,MCQ,7,3.39,Understand,2.52
QZ1535,QF1182,14-07-2024,Computer Science,MCQ,9,3.36,Remember,0.71
QZ1536,QF1183,15-06-2024,Programming,MCQ,11,2.88,Remember,1.76
QZ1537,QF1184,24-07-2024,Chemistry,Mixed,10,2.84,Apply,2.18
QZ1538,QF1185,06-05-2024,General Knowledge,MCQ,12,3.07,Understand,4.67
QZ1539,QF1185,31-05-2024,General Knowledge,MCQ,8,3.19,Evaluate,0.73
QZ1540,QF1185,11-07-2024,English,Mixed,11,3.37,Analyze,3.1
QZ1541,QF1185,08-07-2024,Computer Science,MCQ,8,3.38,Apply,4.34
QZ1542,QF1187,10-06-2024,Language,Mixed,6,2.49,Remember,0.44
QZ1543,QF1187,15-06-2024,Mathematics,Open,5,2.65,Apply,1.92
QZ1544,QF1188,01-07-2024,English,Mixed,8,3.01,Remember,0.82
QZ1545,QF1189,10-05-2024,English,Mixed,14,3.34,Remember,1.57
QZ1546,QF1189,13-08-2024,Biology,Mixed,10,3.59,Evaluate,1.66
QZ1547,QF1189,12-07-2024,Computer Science,MCQ,6,2.63,Remember,0.21
QZ1548,QF1189,17-06-2024,General Knowledge,Open,8,2.88,Apply,6
QZ1549,QF1189,10-08-2024,General Knowledge,Mixed,11,3.23,Remember,4.34
QZ1550,QF1189,21-08-2024,Programming,Mixed,10,3.1,Apply,1.92
QZ1551,QF1189,18-08-2024,History,Mixed,10,3.22,Apply,3
QZ1552,QF1189,13-06-2024,Business Studies,MCQ,14,2.81,Remember,1.66
QZ1553,QF1189,24-07-2024,Business Studies,MCQ,4,2.67,Understand,1.11
QZ1554,QF1189,13-07-2024,Business Studies,Mixed,12,2.9,Remember,2.79
QZ1555,QF1189,22-05-2024,Programming,MCQ,9,2.22,Remember,0.86
QZ1556,QF1189,17-06-2024,Biology,MCQ,11,2.78,Remember,0.79
QZ1557,QF1189,28-08-2024,Language,Open,8,2.63,Understand,6.48
QZ1558,QF1189,11-08-2024,Business Studies,Mixed,5,2.34,Remember,0.19
QZ1559,QF1191,02-06-2024,Chemistry,Open,7,3.82,Apply,0.53
QZ1560,QF1192,12-08-2024,Programming,MCQ,4,4.03,Evaluate,0.35
QZ1561,QF1192,15-08-2024,Physics,MCQ,11,2.91,Understand,2.28
QZ1562,QF1193,01-07-2024,English,MCQ,5,3.24,Remember,1.49
QZ1563,QF1193,28-07-2024,Language,Mixed,11,2.7,Remember,0.27
QZ1564,QF1193,22-06-2024,Programming,MCQ,5,2.51,Remember,0.38
QZ1565,QF1194,28-06-2024,Programming,MCQ,11,3.56,Understand,1.44
QZ1566,QF1194,24-05-2024,General Knowledge,MCQ,7,3,Analyze,2.84
QZ1567,QF1195,21-08-2024,History,Mixed,9,3.17,Remember,0.89
QZ1568,QF1195,30-06-2024,Physics,MCQ,15,2.83,Remember,0.85
QZ1569,QF1195,03-06-2024,Biology,MCQ,6,2.4,Remember,0.33
QZ1570,QF1197,16-08-2024,Programming,MCQ,13,2.82,Remember,1.2
QZ1571,QF1198,27-07-2024,English,MCQ,10,2.54,Remember,0.12
QZ1572,QF1198,09-07-2024,Biology,MCQ,10,3.09,Understand,1.38
QZ1573,QF1198,23-08-2024,Biology,MCQ,4,2.52,Remember,4.39
QZ1574,QF1198,23-07-2024,Chemistry,MCQ,9,3.11,Understand,0.21
QZ1575,QF1201,03-06-2024,Mathematics,MCQ,14,2.88,Remember,2.02
QZ1576,QF1202,12-06-2024,Mathematics,MCQ,9,3.37,Understand,2.7
QZ1577,QF1202,14-06-2024,Biology,Mixed,12,2.74,Remember,2.35
QZ1578,QF1203,08-07-2024,Business Studies,MCQ,14,2.53,Understand,1.29
QZ1579,QF1205,13-05-2024,General Knowledge,Open,10,2.53,Remember,2.36
QZ1580,QF1205,17-06-2024,Physics,MCQ,9,2.7,Remember,0.54
QZ1581,QF1206,30-08-2024,Business Studies,Open,13,3.15,Remember,3.17
QZ1582,QF1209,03-06-2024,Computer Science,MCQ,3,3.07,Remember,1.25
QZ1583,QF1209,01-07-2024,Programming,MCQ,10,3.08,Understand,0.12
QZ1584,QF1209,10-08-2024,General Knowledge,MCQ,7,4,Analyze,1.58
QZ1585,QF1209,18-05-2024,Biology,MCQ,10,2.9,Understand,1.31
QZ1586,QF1209,26-07-2024,Computer Science,MCQ,10,3.18,Apply,2.88
QZ1587,QF1210,01-06-2024,Business Studies,MCQ,7,2.8,Remember,0.1
QZ1588,QF1211,23-06-2024,Computer Science,Mixed,5,3.66,Understand,4.57
QZ1589,QF1211,22-08-2024,Biology,MCQ,6,3.25,Understand,0.37
QZ1590,QF1211,02-07-2024,Chemistry,MCQ,8,3.09,Understand,3.1
QZ1591,QF1211,11-06-2024,Programming,Mixed,9,2.16,Remember,4.66
QZ1592,QF1211,22-05-2024,Mathematics,Mixed,10,2.64,Remember,8.24
QZ1593,QF1211,25-07-2024,Physics,MCQ,10,3.2,Apply,7.99
QZ1594,QF1211,25-08-2024,Computer Science,MCQ,5,2.39,Remember,4.11
QZ1595,QF1213,15-05-2024,Biology,MCQ,14,3,Remember,1.04
QZ1596,QF1214,21-08-2024,Chemistry,Mixed,9,3.56,Understand,0.45
QZ1597,QF1217,13-07-2024,Language,Open,7,3.01,Understand,1.12
QZ1598,QF1218,26-07-2024,Business Studies,MCQ,5,3.28,Understand,0.34
QZ1599,QF1219,02-06-2024,Mathematics,MCQ,8,3.02,Remember,3.15
QZ1600,QF1220,28-08-2024,Language,MCQ,6,3.21,Remember,3.21
QZ1601,QF1220,22-05-2024,Biology,Mixed,6,3.7,Evaluate,0.25
QZ1602,QF1220,17-08-2024,Physics,MCQ,13,2.78,Understand,0.8
QZ1603,QF1221,07-06-2024,Business Studies,MCQ,6,3.15,Apply,5.79
QZ1604,QF1221,12-06-2024,Chemistry,Mixed,11,3.86,Evaluate,0.61
QZ1605,QF1221,07-06-2024,Business Studies,Mixed,6,3.36,Analyze,6
QZ1606,QF1221,14-06-2024,Programming,MCQ,12,2.6,Remember,2.53
QZ1607,QF1221,20-07-2024,Language,MCQ,14,2.93,Remember,0.96
QZ1608,QF1221,06-07-2024,Language,Mixed,5,3.01,Remember,6
QZ1609,QF1221,15-07-2024,General Knowledge,MCQ,11,3.36,Understand,5.89
QZ1610,QF1221,16-08-2024,History,MCQ,4,2.64,Understand,1.23
QZ1611,QF1221,21-05-2024,Business Studies,Open,6,3.21,Remember,0.51
QZ1612,QF1221,09-08-2024,General Knowledge,MCQ,5,2.62,Understand,2.67
QZ1613,QF1221,17-07-2024,Language,Open,10,3.52,Apply,0.13
QZ1614,QF1221,31-05-2024,Computer Science,MCQ,7,3.65,Apply,6.15
QZ1615,QF1221,21-06-2024,Language,Mixed,7,2.75,Remember,3.2
QZ1616,QF1223,10-08-2024,Business Studies,Open,6,2.77,Remember,1.22
QZ1617,QF1228,22-07-2024,Chemistry,MCQ,9,2.75,Remember,4.96
QZ1618,QF1229,09-07-2024,Business Studies,MCQ,5,2.52,Remember,4.26
QZ1619,QF1229,21-08-2024,Business Studies,Mixed,5,2.82,Apply,1.38
QZ1620,QF1229,30-07-2024,English,Mixed,8,2.85,Remember,0.64
QZ1621,QF1229,31-07-2024,Biology,MCQ,7,2.98,Understand,0.28
QZ1622,QF1229,29-08-2024,Programming,Mixed,13,2.56,Understand,5.64
QZ1623,QF1229,02-08-2024,English,Open,3,4.24,Evaluate,2.94
QZ1624,QF1229,27-08-2024,Language,Open,9,3.41,Understand,4.28
QZ1625,QF1229,19-07-2024,Business Studies,MCQ,4,2.86,Remember,4.98
QZ1626,QF1229,21-07-2024,Programming,Mixed,12,2.57,Understand,8.29
QZ1627,QF1229,29-08-2024,Biology,MCQ,7,2.33,Remember,7.44
QZ1628,QF1229,18-07-2024,English,Mixed,10,2.39,Remember,7.27
QZ1629,QF1229,29-06-2024,Business Studies,Open,8,3,Understand,0.25
QZ1630,QF1229,14-07-2024,Physics,Open,10,3,Understand,1.66
QZ1631,QF1229,25-06-2024,English,MCQ,9,3.3,Analyze,0.48
QZ1632,QF1230,14-07-2024,Biology,Mixed,3,2.19,Understand,7.24
QZ1633,QF1230,15-07-2024,English,MCQ,12,2.94,Understand,4.15
QZ1634,QF1230,24-07-2024,History,Open,9,3.08,Understand,1.42
QZ1635,QF1231,25-08-2024,History,MCQ,9,2.75,Remember,3.66
QZ1636,QF1232,20-07-2024,Language,MCQ,8,2.65,Understand,1.35
QZ1637,QF1232,03-07-2024,Physics,MCQ,9,2.98,Remember,0.86
QZ1638,QF1234,28-06-2024,Chemistry,MCQ,10,2.23,Understand,0.17
QZ1639,QF1234,25-06-2024,Chemistry,MCQ,7,3.4,Understand,4.78
QZ1640,QF1234,02-06-2024,Biology,Mixed,7,2.88,Analyze,0.49
QZ1641,QF1234,18-08-2024,Computer Science,Mixed,12,3.35,Understand,0.54
QZ1642,QF1234,15-08-2024,Chemistry,MCQ,6,3.19,Remember,0.55
QZ1643,QF1236,02-08-2024,Biology,Open,7,2.91,Remember,1.02
QZ1644,QF1236,31-08-2024,Physics,Mixed,9,3.16,Understand,0.33
QZ1645,QF1236,24-07-2024,Computer Science,Mixed,7,3.11,Analyze,0.39
QZ1646,QF1240,14-08-2024,Computer Science,Mixed,6,2.55,Remember,4.29
QZ1647,QF1240,04-06-2024,History,MCQ,6,2.25,Understand,2.42
QZ1648,QF1241,01-06-2024,Language,MCQ,14,2.86,Understand,2.39
QZ1649,QF1241,21-05-2024,Business Studies,MCQ,8,2.29,Understand,0.79
QZ1650,QF1242,24-07-2024,Computer Science,Open,8,3.25,Understand,2.78
QZ1651,QF1242,16-08-2024,Mathematics,Mixed,8,3.54,Apply,2.42
QZ1652,QF1242,18-07-2024,Biology,MCQ,5,3.35,Apply,1.86
QZ1653,QF1242,30-07-2024,Computer Science,Mixed,7,2.71,Apply,2.3
QZ1654,QF1242,14-06-2024,Computer Science,Mixed,3,3.67,Understand,1.1
QZ1655,QF1242,25-06-2024,General Knowledge,Mixed,10,2.66,Understand,1.71
QZ1656,QF1242,02-08-2024,Mathematics,Mixed,9,2.61,Analyze,6.06
QZ1657,QF1242,30-06-2024,General Knowledge,MCQ,9,3.22,Understand,1.2
QZ1658,QF1242,17-08-2024,Computer Science,MCQ,9,3.41,Remember,2.6
QZ1659,QF1242,28-08-2024,Business Studies,MCQ,6,2.78,Remember,3.31
QZ1660,QF1243,06-08-2024,Mathematics,Mixed,10,2.95,Apply,1.39
QZ1661,QF1244,26-05-2024,History,MCQ,9,3.11,Understand,3.09
QZ1662,QF1245,25-05-2024,English,Open,10,2.68,Remember,1.89
QZ1663,QF1245,20-08-2024,Computer Science,MCQ,6,3.21,Remember,0.39
QZ1664,QF1246,11-08-2024,Computer Science,MCQ,3,2.44,Apply,0.47
QZ1665,QF1247,30-06-2024,Language,Mixed,11,2.78,Apply,0.34
QZ1666,QF1249,27-08-2024,Language,MCQ,9,3.36,Apply,1.94
QZ1667,QF1249,16-08-2024,General Knowledge,MCQ,8,3.33,Apply,3.29
QZ1668,QF1249,23-08-2024,Biology,MCQ,6,2.15,Apply,2.23
QZ1669,QF1249,17-06-2024,Business Studies,Mixed,10,3.26,Remember,10.97
QZ1670,QF1249,10-07-2024,Biology,Mixed,6,3.26,Apply,0.35
QZ1671,QF1249,08-08-2024,English,MCQ,7,2.48,Evaluate,3.02
