user_id,signup_date,user_persona,subscription_plan,last_login_date,is_active,signup_month,days_since_signup,days_since_last_login,quizzes_created,tenure_days,segment,estimated_rev
QF1213,2024-05-12 00:00:00,K-12 Tutor,Free,17-12-2024,False,2024-05,111,18,1.0,533.0,1,5.942037322229824
QF1214,2024-05-12 00:00:00,Corporate Trainer,Free,08-12-2024,False,2024-05,111,26,1.0,533.0,1,21.54192764034922
QF1215,2024-05-12 00:00:00,High School Teacher,Basic,31-12-2024,True,2024-05,111,30,3.0,533.0,1,13.926716156107958
QF1216,2024-05-12 00:00:00,Corporate Trainer,Free,19-12-2024,False,2024-05,111,11,2.0,533.0,1,21.524710283978308
QF1217,2024-05-12 00:00:00,HR Professional,Free,30-12-2024,True,2024-05,111,9,1.0,533.0,1,23.8735732342856
QF1218,2024-06-03 19:31:27,University Professor,Free,29-08-2024,True,2024-05,110,2,1.0,611.0,2,25.391655509830674
QF1219,2024-07-17 15:33:30,STEM Educator,Free,30-08-2024,True,2024-05,110,1,1.0,354.0,2,24.399806363528
QF1220,2024-07-31 16:18:59,High School Teacher,Basic,30-08-2024,True,2024-05,109,1,3.0,490.0,2,20.16811681890505
QF1221,2024-09-01 00:00:00,University Professor,Enterprise,27-08-2024,True,2024-05,109,4,13.0,421.0,0,20.81113562204215
QF1222,2024-04-07 00:00:00,Corporate Trainer,Free,27-08-2024,True,2024-05,109,4,2.0,568.0,1,14.48762396608831
QF1223,2024-05-09 07:36:48,Content Creator,Free,05-08-2024,False,2024-05,108,27,1.0,418.0,2,23.565024891797755
QF1224,2024-10-22 14:30:44,Language Instructor,Free,01-08-2024,False,2024-05,108,15,3.0,338.0,2,24.393556130125543
QF1225,2024-03-02 00:00:00,K-12 Tutor,Basic,06-08-2024,False,2024-05,108,28,8.0,604.0,1,20.35051599718607
QF1226,2024-08-11 01:59:04,High School Teacher,Free,25-08-2024,False,2024-05,107,25,2.0,542.0,2,22.87697903157643
QF1227,2024-06-12 00:00:00,University Professor,Basic,03-08-2024,True,2024-05,107,28,4.0,502.0,1,25.63453100482543
QF1228,2024-08-28 03:51:57,Corporate Trainer,Basic,06-08-2024,False,2024-05,106,8,1.0,598.0,2,24.7062386981497
QF1229,2024-04-27 22:08:10,Corporate Trainer,Enterprise,17-08-2024,True,2024-05,106,14,14.0,614.0,0,23.787088891355026
QF1230,2024-08-06 00:00:00,Content Creator,Pro,16-08-2024,True,2024-05,106,15,3.0,447.0,1,7.773907022619298
QF1231,2024-04-05 00:00:00,High School Teacher,Free,20-08-2024,False,2024-05,106,27,1.0,570.0,1,9.55209732726777
QF1232,2024-07-06 00:00:00,University Professor,Basic,30-08-2024,True,2024-05,105,1,2.0,478.0,1,7.498088644613875
QF1233,2024-12-05 00:00:00,High School Teacher,Free,20-08-2024,False,2024-05,105,4,3.0,326.0,1,24.052764568300557
QF1234,2024-09-21 10:36:35,STEM Educator,Pro,14-08-2024,False,2024-05,105,12,5.0,578.0,2,19.996657103107992
QF1235,2024-12-04 03:23:51,High School Teacher,Free,26-08-2024,True,2024-05,105,5,3.0,635.0,2,12.89327638519886
QF1236,2024-03-04 00:00:00,High School Teacher,Pro,09-08-2024,True,2024-05,104,22,3.0,602.0,1,13.792191624923205
QF1237,2024-09-04 23:32:30,K-12 Tutor,Free,18-08-2024,False,2024-05,104,14,3.0,358.0,2,11.61084848939527
QF1238,2024-01-28 00:59:17,Language Instructor,Basic,07-08-2024,True,2024-05,102,24,2.0,577.0,2,20.06805833878651
QF1239,2024-07-18 08:34:12,K-12 Tutor,Free,15-08-2024,False,2024-05,102,20,3.0,452.0,2,10.015220958915858
QF1240,2024-03-07 09:35:11,Corporate Trainer,Pro,08-08-2024,True,2024-05,102,23,2.0,411.0,2,24.517094260320288
QF1241,2024-02-05 00:00:00,HR Professional,Basic,08-08-2024,False,2024-05,102,25,2.0,630.0,1,21.407687767195384
QF1242,2024-05-09 00:00:00,High School Teacher,Pro,11-08-2024,True,2024-05,102,20,10.0,536.0,0,24.596203125349327
QF1243,2024-09-18 05:18:43,STEM Educator,Free,01-08-2024,False,2024-05,101,28,1.0,638.0,2,14.306613236054996
QF1244,2024-12-01 00:00:00,K-12 Tutor,Free,04-08-2024,True,2024-05,101,27,1.0,330.0,1,22.85271744651309
QF1245,2024-09-02 00:00:00,STEM Educator,Basic,11-08-2024,True,2024-05,101,20,2.0,420.0,1,9.766707113809188
QF1246,2024-10-03 07:04:45,High School Teacher,Free,11-08-2024,False,2024-05,101,29,1.0,542.0,2,17.009645716999945
QF1247,2024-02-24 17:55:44,High School Teacher,Free,05-08-2024,False,2024-05,101,24,1.0,415.0,2,15.697489789840393
QF1248,2024-03-12 00:00:00,High School Teacher,Free,20-08-2024,False,2024-05,100,10,2.0,594.0,1,8.268759773156596
QF1249,2024-02-04 09:13:22,University Professor,Enterprise,23-08-2024,True,2024-05,100,8,13.0,599.0,0,30.906128468310055
QF1250,2024-12-05 09:19:20,University Professor,Pro,10-08-2024,True,2024-05,99,21,1.0,446.0,2,9.513385387735827
QF1251,2024-08-06 00:00:00,Content Creator,Free,14-08-2024,False,2024-05,99,9,1.0,447.0,1,19.42789095212284
QF1252,2024-09-04 20:00:56,High School Teacher,Pro,02-08-2024,True,2024-05,99,29,5.0,341.0,2,27.661238226710537
QF1253,2024-10-06 00:00:00,High School Teacher,Free,18-08-2024,False,2024-05,99,1,0.0,386.0,1,6.860094742503467
QF1254,2024-06-08 14:10:17,High School Teacher,Pro,14-08-2024,True,2024-05,98,17,6.0,518.0,2,27.81099757623003
QF1255,2024-12-04 00:00:00,K-12 Tutor,Free,27-08-2024,False,2024-05,98,2,6.0,327.0,1,17.11872940548224
QF1256,2024-05-09 05:41:53,Content Creator,Free,07-08-2024,False,2024-05,98,13,1.0,566.0,2,23.691064842325453
QF1257,2024-07-10 01:56:28,University Professor,Pro,18-08-2024,True,2024-05,98,13,4.0,375.0,2,17.204067496646033
QF1258,2024-02-12 22:37:56,High School Teacher,Pro,11-08-2024,True,2024-05,98,20,5.0,424.0,2,20.594590229245554
QF1259,2024-03-06 00:00:00,HR Professional,Pro,17-08-2024,True,2024-05,98,14,6.0,600.0,1,11.711457212535755
QF1260,2024-08-11 15:26:32,Content Creator,Basic,22-08-2024,True,2024-05,97,9,2.0,613.0,2,23.150302144131548
QF1261,2024-07-08 20:06:44,High School Teacher,Basic,09-08-2024,False,2024-05,97,3,0.0,518.0,2,7.552706842493581
QF1262,2024-01-05 08:30:38,Corporate Trainer,Basic,08-08-2024,True,2024-05,97,23,2.0,630.0,2,9.903967249611279
QF1263,2024-04-21 07:20:04,High School Teacher,Basic,03-08-2024,True,2024-05,97,28,2.0,583.0,2,25.015063837181163
QF1264,2024-12-10 00:00:00,Language Instructor,Pro,15-08-2024,True,2024-05,97,16,7.0,321.0,1,30.753657667444912
QF1265,2024-12-03 00:00:00,K-12 Tutor,Free,26-08-2024,False,2024-05,97,19,1.0,328.0,1,23.04101188950837
QF1266,2024-07-12 00:00:00,STEM Educator,Free,05-08-2024,False,2024-05,96,2,2.0,472.0,1,24.917647175225625
QF1267,2024-03-23 18:10:57,Content Creator,Basic,14-08-2024,False,2024-05,96,22,3.0,477.0,2,9.358332028349452
QF1268,2024-02-23 21:34:18,HR Professional,Free,08-08-2024,False,2024-05,96,9,1.0,629.0,2,14.39629994581274
QF1269,2024-01-22 20:48:32,Corporate Trainer,Enterprise,05-08-2024,True,2024-05,96,26,9.0,380.0,0,22.562787947620553
QF1270,2024-09-22 07:46:23,High School Teacher,Basic,14-08-2024,False,2024-05,96,24,4.0,384.0,2,20.81243720884657
QF1271,2024-01-04 00:00:00,Content Creator,Enterprise,26-08-2024,True,2024-05,96,5,9.0,662.0,0,32.174751797810906
QF1272,2024-11-20 20:00:15,Content Creator,Pro,19-08-2024,True,2024-05,95,12,4.0,416.0,2,15.110618601989502
QF1273,2024-09-12 16:09:58,Corporate Trainer,Basic,09-08-2024,False,2024-05,95,17,1.0,407.0,2,10.314847295305848
QF1274,2024-12-08 16:16:17,K-12 Tutor,Basic,18-08-2024,False,2024-05,94,17,1.0,390.0,2,8.163064035460641
QF1275,2024-02-22 14:21:17,Corporate Trainer,Free,21-08-2024,False,2024-05,94,20,1.0,442.0,2,17.28451316877306
QF1276,2024-03-07 00:00:00,Content Creator,Free,26-08-2024,False,2024-05,94,23,1.0,599.0,1,22.14088675577097
QF1277,2024-09-04 00:00:00,Corporate Trainer,Pro,30-08-2024,True,2024-05,94,1,3.0,418.0,1,24.337953348328522
QF1278,2024-02-29 03:20:51,University Professor,Enterprise,12-08-2024,False,2024-05,94,12,14.0,460.0,0,26.847713852346807
QF1279,2024-01-05 00:00:00,K-12 Tutor,Free,26-08-2024,False,2024-05,94,17,2.0,661.0,1,16.817631738513107
QF1280,2024-07-03 00:00:00,University Professor,Free,08-08-2024,False,2024-05,93,17,1.0,481.0,1,22.583585692336772
QF1281,2024-11-11 20:03:25,Corporate Trainer,Free,05-08-2024,False,2024-05,93,7,3.0,540.0,2,10.11290210599756
QF1282,2024-02-07 05:10:30,Content Creator,Basic,07-08-2024,True,2024-05,92,24,7.0,392.0,2,26.04702251071829
QF1283,2024-10-18 03:34:11,K-12 Tutor,Enterprise,14-08-2024,False,2024-05,92,2,18.0,508.0,0,30.22243880601264
QF1284,2024-05-11 00:00:00,High School Teacher,Enterprise,29-08-2024,True,2024-05,92,2,11.0,534.0,0,31.76124230688887
QF1285,2024-06-01 00:00:00,K-12 Tutor,Basic,11-08-2024,True,2024-06,91,20,6.0,513.0,1,24.2946192450634
QF1286,2024-06-01 00:00:00,K-12 Tutor,Free,27-08-2024,False,2024-06,91,24,4.0,513.0,1,8.474583472248623
QF1287,2024-06-01 00:00:00,High School Teacher,Pro,05-08-2024,False,2024-06,91,6,1.0,513.0,1,17.139803693106597
QF1288,2024-06-01 00:00:00,Content Creator,Basic,07-08-2024,True,2024-06,91,24,1.0,513.0,1,12.19914745365582
QF1289,2024-06-01 00:00:00,HR Professional,Free,23-08-2024,True,2024-06,91,8,2.0,513.0,1,21.458686494606432
QF1290,2024-06-01 00:00:00,Corporate Trainer,Free,03-08-2024,False,2024-06,91,10,1.0,513.0,1,8.83732791847736
QF1291,2024-06-01 00:00:00,Content Creator,Free,01-08-2024,True,2024-06,91,30,1.0,513.0,1,19.779705430128345
QF1292,2024-06-02 00:00:00,High School Teacher,Free,23-08-2024,False,2024-06,90,6,2.0,512.0,1,22.06228185963814
QF1293,2024-06-02 00:00:00,High School Teacher,Free,07-08-2024,True,2024-06,90,24,2.0,512.0,1,19.531336257674354
QF1294,2024-06-02 00:00:00,Corporate Trainer,Pro,19-08-2024,True,2024-06,90,12,7.0,512.0,1,15.47136001932725
QF1295,2024-06-02 00:00:00,High School Teacher,Enterprise,19-08-2024,True,2024-06,90,12,15.0,512.0,0,22.351251738935744
QF1296,2024-06-03 00:00:00,HR Professional,Enterprise,12-08-2024,True,2024-06,89,19,19.0,511.0,0,33.98140516286692
QF1297,2024-06-03 00:00:00,K-12 Tutor,Basic,02-08-2024,True,2024-06,89,29,1.0,511.0,1,16.041612503265373
QF1298,2024-06-03 00:00:00,Language Instructor,Basic,07-08-2024,True,2024-06,89,24,3.0,511.0,1,17.976853824430844
QF1299,2024-06-03 00:00:00,HR Professional,Free,12-08-2024,False,2024-06,89,6,1.0,511.0,1,6.888330580252958
QF1300,2024-06-03 00:00:00,University Professor,Basic,12-08-2024,True,2024-06,89,19,2.0,511.0,1,11.006167735434385
QF1301,2024-06-03 00:00:00,High School Teacher,Free,30-08-2024,False,2024-06,89,8,1.0,511.0,1,24.732471703950548
QF1302,2024-06-03 00:00:00,K-12 Tutor,Pro,06-08-2024,False,2024-06,89,24,3.0,511.0,1,23.25514399588398
QF1303,2024-06-03 00:00:00,High School Teacher,Free,04-08-2024,True,2024-06,89,27,1.0,511.0,1,18.06501751216806
QF1304,2024-06-04 00:00:00,Corporate Trainer,Basic,17-08-2024,True,2024-06,88,14,3.0,510.0,1,27.360102246156302
QF1305,2024-06-04 00:00:00,University Professor,Basic,15-08-2024,True,2024-06,88,16,1.0,510.0,1,10.323988095048739
QF1306,2024-06-04 00:00:00,K-12 Tutor,Free,01-08-2024,True,2024-06,88,30,2.0,510.0,1,15.161380440934845
QF1307,2024-06-04 00:00:00,High School Teacher,Basic,08-08-2024,False,2024-06,88,5,4.0,510.0,1,15.146647359085684
QF1308,2024-06-04 00:00:00,High School Teacher,Pro,21-08-2024,True,2024-06,88,10,1.0,510.0,1,7.837462224123154
QF1309,2024-06-04 00:00:00,High School Teacher,Free,17-08-2024,False,2024-06,88,18,3.0,510.0,1,19.918502520007603
QF1310,2024-06-05 00:00:00,University Professor,Free,25-08-2024,True,2024-06,87,6,1.0,509.0,1,10.850847012076185
QF1311,2024-06-05 00:00:00,Corporate Trainer,Basic,05-08-2024,False,2024-06,87,23,1.0,509.0,1,7.668218092224847
QF1312,2024-06-05 00:00:00,University Professor,Free,29-08-2024,False,2024-06,87,11,4.0,509.0,1,22.88976082737483
QF1313,2024-06-05 00:00:00,Corporate Trainer,Basic,14-08-2024,True,2024-06,87,17,4.0,509.0,1,22.82414526518047
QF1314,2024-06-05 00:00:00,K-12 Tutor,Basic,02-08-2024,True,2024-06,87,29,1.0,509.0,1,18.207391721094673
QF1315,2024-06-05 00:00:00,University Professor,Pro,12-08-2024,False,2024-06,87,18,3.0,509.0,1,23.615805821485026
QF1316,2024-06-06 00:00:00,HR Professional,Pro,30-08-2024,True,2024-06,86,1,7.0,508.0,1,16.998400133212456
QF1317,2024-06-06 00:00:00,University Professor,Pro,19-08-2024,True,2024-06,86,12,1.0,508.0,1,20.13755593625622
QF1318,2024-06-06 00:00:00,High School Teacher,Pro,23-08-2024,True,2024-06,86,8,6.0,508.0,1,18.256568465448687
QF1319,2024-06-07 00:00:00,STEM Educator,Free,09-08-2024,False,2024-06,85,13,1.0,507.0,1,15.247975788394632
QF1320,2024-06-07 00:00:00,University Professor,Pro,17-08-2024,False,2024-06,85,22,4.0,507.0,1,18.177703389015623
QF1321,2024-06-08 00:00:00,High School Teacher,Free,27-08-2024,False,2024-06,84,5,1.0,506.0,1,25.776514223681357
QF1322,2024-06-08 00:00:00,University Professor,Basic,09-08-2024,False,2024-06,84,13,6.0,506.0,1,21.228158211394813
QF1323,2024-06-09 00:00:00,High School Teacher,Pro,23-09-2024,False,2024-06,83,29,6.0,505.0,1,17.485378008855104
QF1324,2024-06-09 00:00:00,High School Teacher,Basic,15-09-2024,True,2024-06,83,10,3.0,505.0,1,14.932354078773027
QF1325,2024-06-09 00:00:00,Language Instructor,Basic,27-09-2024,False,2024-06,83,28,4.0,505.0,1,22.811717236735184
QF1326,2024-06-09 00:00:00,University Professor,Free,27-09-2024,False,2024-06,83,7,3.0,505.0,1,27.45336798729577
QF1327,2024-06-10 00:00:00,High School Teacher,Free,29-10-2024,True,2024-06,82,26,1.0,504.0,1,22.706194725081446
QF1328,2024-06-10 00:00:00,K-12 Tutor,Free,28-10-2024,False,2024-06,82,24,1.0,504.0,1,22.20592556134032
QF1329,2024-06-10 00:00:00,K-12 Tutor,Free,21-10-2024,False,2024-06,82,28,3.0,504.0,1,16.352111942127866
QF1330,2024-06-10 00:00:00,High School Teacher,Basic,14-10-2024,True,2024-06,82,25,4.0,504.0,1,27.40357921766153
QF1331,2024-06-10 00:00:00,HR Professional,Free,14-10-2024,False,2024-06,82,7,1.0,504.0,1,15.009711082429464
QF1332,2024-06-11 00:00:00,K-12 Tutor,Free,09-11-2024,True,2024-06,81,9,4.0,503.0,1,15.35275137496309
QF1333,2024-06-11 00:00:00,Corporate Trainer,Free,09-11-2024,False,2024-06,81,12,1.0,503.0,1,24.964898654583443
QF1334,2024-06-11 00:00:00,Content Creator,Pro,14-11-2024,False,2024-06,81,24,2.0,503.0,1,8.078711416242957
QF1335,2024-06-11 00:00:00,Corporate Trainer,Free,29-11-2024,False,2024-06,81,17,0.0,503.0,1,5.9341653976086395
QF1336,2024-06-11 00:00:00,University Professor,Pro,05-12-2024,False,2024-06,81,21,3.0,503.0,1,13.766060345926483
QF1337,2024-06-11 00:00:00,K-12 Tutor,Free,12-11-2024,False,2024-06,81,9,0.0,503.0,1,20.978032492191247
QF1338,2024-06-11 00:00:00,Content Creator,Basic,29-11-2024,True,2024-06,81,11,3.0,503.0,1,21.57854523893682
QF1339,2024-06-12 00:00:00,High School Teacher,Basic,19-12-2024,True,2024-06,80,17,5.0,502.0,1,17.254248812818116
QF1340,2024-06-12 00:00:00,K-12 Tutor,Basic,15-12-2024,True,2024-06,80,21,1.0,502.0,1,14.125921529002254
QF1341,2024-06-12 00:00:00,K-12 Tutor,Free,20-12-2024,False,2024-06,80,19,4.0,502.0,1,23.718081568726213
QF1342,2024-06-12 00:00:00,High School Teacher,Basic,29-12-2024,True,2024-06,80,9,1.0,502.0,1,6.388707831124289
QF1343,2024-06-12 00:00:00,University Professor,Free,01-01-2025,False,2024-06,80,14,0.0,502.0,1,11.37467349517391
QF1344,2024-06-12 00:00:00,Corporate Trainer,Free,25-12-2024,False,2024-06,80,9,2.0,502.0,1,7.4465008102813615
QF1345,2024-03-10 00:00:00,Content Creator,Free,10-08-2024,True,2024-06,79,21,1.0,596.0,1,12.164917609211198
QF1346,2024-05-06 00:00:00,Language Instructor,Basic,09-08-2024,True,2024-06,79,22,1.0,539.0,1,25.406528828997384
QF1347,2024-04-22 01:31:39,University Professor,Free,19-08-2024,False,2024-06,79,10,1.0,620.0,2,18.659229553272166
QF1348,2024-06-08 00:00:00,Corporate Trainer,Free,20-08-2024,False,2024-06,79,23,1.0,506.0,1,17.486773206765474
QF1349,2024-03-14 20:14:31,High School Teacher,Enterprise,12-08-2024,True,2024-06,79,19,11.0,444.0,0,15.472096007982557
QF1350,2024-05-11 00:00:00,Content Creator,Free,07-08-2024,False,2024-06,78,28,1.0,534.0,1,25.821005087838834
QF1351,2024-03-05 00:00:00,University Professor,Basic,29-08-2024,True,2024-06,78,2,1.0,601.0,1,13.703312407961446
QF1352,2024-11-04 00:00:00,High School Teacher,Free,26-08-2024,False,2024-06,78,30,1.0,357.0,1,18.245779111570428
QF1353,2024-08-01 17:40:15,K-12 Tutor,Free,22-08-2024,False,2024-06,78,27,1.0,344.0,2,19.029698426250494
QF1354,2024-10-05 00:00:00,Corporate Trainer,Free,09-08-2024,True,2024-06,78,22,1.0,387.0,1,16.860492845290324
QF1355,2024-07-28 22:32:47,Corporate Trainer,Basic,12-08-2024,False,2024-06,77,24,6.0,385.0,2,30.017812760252603
QF1356,2024-07-25 01:31:41,Corporate Trainer,Pro,19-08-2024,True,2024-06,77,12,4.0,441.0,2,9.397531028798047
QF1357,2024-02-15 22:38:34,Corporate Trainer,Basic,04-08-2024,True,2024-06,77,27,1.0,659.0,2,19.577105183523916
QF1358,2024-09-03 00:00:00,K-12 Tutor,Free,29-08-2024,False,2024-06,77,12,1.0,419.0,1,15.96973929535121
QF1359,2024-10-17 18:14:34,Corporate Trainer,Free,14-08-2024,False,2024-06,77,16,1.0,569.0,2,15.402885923147045
QF1360,2024-04-01 00:00:00,HR Professional,Free,27-08-2024,True,2024-06,76,4,4.0,574.0,1,14.163217433061176
QF1361,2024-02-07 00:00:00,Content Creator,Free,29-08-2024,True,2024-06,76,2,1.0,628.0,1,6.163554331763214
QF1362,2024-01-05 00:00:00,HR Professional,Pro,28-08-2024,False,2024-06,76,18,3.0,661.0,1,22.842699564970548
QF1363,2024-05-15 06:33:42,High School Teacher,Free,06-08-2024,False,2024-06,76,22,3.0,509.0,2,8.61064514340065
QF1364,2024-10-14 17:14:56,HR Professional,Pro,18-08-2024,True,2024-06,76,13,4.0,374.0,2,13.812621398291025
QF1365,2024-01-04 20:18:49,High School Teacher,Free,17-08-2024,False,2024-06,76,16,1.0,433.0,2,8.452176781637059
QF1366,2024-07-12 00:00:00,Corporate Trainer,Enterprise,14-08-2024,True,2024-06,76,17,7.0,472.0,1,23.061583212363697
QF1367,2024-08-23 22:46:43,High School Teacher,Free,23-08-2024,False,2024-06,75,27,5.0,494.0,2,20.22447038536759
QF1368,2024-09-06 12:00:27,Corporate Trainer,Basic,04-08-2024,True,2024-06,75,27,2.0,471.0,2,25.62661646426296
QF1369,2024-09-11 14:35:24,University Professor,Basic,30-08-2024,False,2024-06,75,14,3.0,447.0,2,8.36686530225842
QF1370,2024-05-28 01:10:59,Corporate Trainer,Basic,10-08-2024,True,2024-06,75,21,2.0,506.0,2,7.096797657847524
QF1371,2024-10-06 15:35:36,Content Creator,Free,03-08-2024,True,2024-06,75,28,2.0,419.0,2,21.046281100737183
QF1372,2024-10-04 00:00:00,University Professor,Pro,09-08-2024,True,2024-06,74,22,3.0,388.0,1,10.221005441096473
QF1373,2024-04-12 00:00:00,High School Teacher,Basic,28-08-2024,True,2024-06,74,3,6.0,563.0,1,29.848816784016257
QF1374,2024-10-27 06:21:50,HR Professional,Basic,03-08-2024,True,2024-06,74,28,7.0,329.0,2,28.468448941993433
QF1375,2024-02-21 02:54:19,K-12 Tutor,Basic,17-08-2024,True,2024-06,74,14,3.0,393.0,2,23.425760530322215
QF1376,2024-05-06 00:00:00,Content Creator,Basic,10-08-2024,True,2024-06,74,21,3.0,539.0,1,17.007982161370276
QF1377,2024-08-10 00:00:00,HR Professional,Enterprise,30-08-2024,False,2024-06,74,8,11.0,443.0,0,29.922544368345676
QF1378,2024-06-09 00:00:00,Language Instructor,Free,03-08-2024,False,2024-06,74,12,1.0,505.0,1,24.653559911924017
QF1379,2024-06-07 00:00:00,K-12 Tutor,Free,03-08-2024,False,2024-06,74,24,1.0,507.0,1,11.075573133106875
QF1380,2024-05-05 00:00:00,K-12 Tutor,Basic,03-08-2024,True,2024-06,73,28,2.0,540.0,1,9.193720435723641
QF1381,2024-12-04 00:00:00,High School Teacher,Basic,11-08-2024,True,2024-06,73,20,2.0,327.0,1,8.194523304911595
QF1382,2024-04-02 00:00:00,University Professor,Basic,17-08-2024,True,2024-06,73,14,9.0,573.0,0,21.933460746481654
QF1383,2024-07-02 00:00:00,High School Teacher,Free,07-08-2024,False,2024-06,73,10,1.0,482.0,1,21.276636157298334
QF1384,2024-09-12 11:11:44,Language Instructor,Free,03-08-2024,True,2024-06,73,28,1.0,409.0,2,8.818066473414076
QF1385,2024-07-01 00:00:00,HR Professional,Pro,12-08-2024,True,2024-06,72,19,5.0,483.0,1,16.022364056013366
QF1386,2024-07-24 17:39:25,Corporate Trainer,Free,25-08-2024,False,2024-06,72,12,2.0,392.0,2,10.485204265713744
QF1387,2024-05-20 06:31:10,K-12 Tutor,Basic,01-08-2024,True,2024-06,72,30,2.0,484.0,2,15.083115436799641
QF1388,2024-12-07 00:00:00,Corporate Trainer,Free,10-08-2024,False,2024-06,72,23,1.0,324.0,1,18.109370467287366
QF1389,2024-07-14 21:04:03,High School Teacher,Free,19-08-2024,False,2024-06,72,22,3.0,338.0,2,16.285957362636218
QF1390,2024-04-07 16:25:10,University Professor,Basic,04-08-2024,False,2024-06,72,3,3.0,377.0,2,26.020044226990684
QF1391,2024-07-08 00:17:15,Corporate Trainer,Basic,29-08-2024,False,2024-06,72,2,2.0,395.0,2,16.701853325859588
QF1392,2024-07-16 00:48:58,Language Instructor,Basic,12-08-2024,True,2024-06,72,19,6.0,564.0,2,23.69969727211037
QF1393,2024-03-21 07:34:34,Content Creator,Free,21-08-2024,False,2024-06,71,5,1.0,409.0,2,21.882636347398037
QF1394,2024-10-24 09:57:56,K-12 Tutor,Pro,05-08-2024,True,2024-06,71,26,5.0,515.0,2,21.867445259151012
QF1395,2024-10-01 11:19:23,University Professor,Basic,22-08-2024,True,2024-06,71,9,1.0,511.0,2,21.443251667955543
QF1396,2024-07-01 00:00:00,K-12 Tutor,Basic,12-08-2024,True,2024-06,71,19,2.0,483.0,1,21.386644031413326
QF1397,2024-08-02 12:24:52,Corporate Trainer,Free,25-08-2024,False,2024-06,71,26,2.0,628.0,2,20.910328219110525
QF1398,2024-02-28 15:46:53,STEM Educator,Free,03-08-2024,False,2024-06,71,19,1.0,325.0,2,14.258308036276867
QF1399,2024-09-01 00:55:46,K-12 Tutor,Free,08-08-2024,False,2024-06,71,27,4.0,615.0,2,27.87730183469289
QF1400,2024-08-12 03:40:28,HR Professional,Basic,04-08-2024,True,2024-06,71,27,6.0,512.0,2,24.169353091918993
QF1401,2024-05-07 20:56:51,University Professor,Free,07-08-2024,True,2024-06,70,24,2.0,407.0,2,9.62832996688732
QF1402,2024-03-01 13:47:00,Corporate Trainer,Pro,22-08-2024,True,2024-06,70,9,6.0,608.0,2,23.305000650040654
QF1403,2024-04-04 13:59:56,High School Teacher,Pro,27-08-2024,True,2024-06,70,4,15.0,401.0,0,21.20465154793444
QF1404,2024-08-04 00:00:00,High School Teacher,Free,09-08-2024,True,2024-06,70,22,2.0,449.0,1,11.49723060985546
QF1405,2024-02-06 00:00:00,High School Teacher,Free,16-08-2024,False,2024-06,70,26,2.0,629.0,1,25.090091974830653
QF1406,2024-06-05 00:00:00,High School Teacher,Free,05-08-2024,True,2024-06,69,26,3.0,509.0,1,20.39321235963326
QF1407,2024-08-02 10:05:55,High School Teacher,Pro,29-08-2024,True,2024-06,69,2,12.0,346.0,0,31.582187746121757
QF1408,2024-07-07 07:55:43,High School Teacher,Pro,24-08-2024,True,2024-06,69,7,6.0,634.0,2,13.152285845499005
QF1409,2024-02-04 00:00:00,High School Teacher,Free,05-08-2024,False,2024-06,69,11,4.0,631.0,1,11.49106570192646
QF1410,2024-03-08 05:21:35,K-12 Tutor,Free,05-08-2024,True,2024-06,69,26,1.0,517.0,2,12.457626072764116
QF1411,2024-01-23 06:45:21,K-12 Tutor,Free,16-08-2024,False,2024-06,69,10,4.0,418.0,2,27.446166710626446
QF1412,2024-08-07 00:00:00,Language Instructor,Free,01-08-2024,False,2024-06,68,13,1.0,446.0,1,10.400765904539112
QF1413,2024-02-24 03:42:55,Corporate Trainer,Pro,02-08-2024,True,2024-06,68,29,6.0,474.0,2,25.29683075587056
QF1414,2024-10-04 00:00:00,High School Teacher,Pro,08-08-2024,False,2024-06,68,26,6.0,388.0,1,28.345977543875073
QF1415,2024-03-12 00:00:00,Corporate Trainer,Basic,30-08-2024,True,2024-06,68,1,2.0,594.0,1,13.251938664989412
QF1416,2024-06-08 12:38:53,Corporate Trainer,Basic,27-08-2024,True,2024-06,68,4,1.0,651.0,2,10.50355509824448
QF1417,2024-07-18 10:51:05,University Professor,Basic,02-08-2024,True,2024-06,68,29,3.0,600.0,2,27.165808068800246
QF1418,2024-05-02 00:00:00,K-12 Tutor,Free,10-08-2024,True,2024-06,68,21,4.0,543.0,1,16.295596361270153
QF1419,2024-03-09 00:00:00,High School Teacher,Free,15-08-2024,False,2024-06,67,26,5.0,597.0,1,27.712545565346026
QF1420,2024-12-10 00:00:00,High School Teacher,Basic,11-08-2024,False,2024-06,67,11,4.0,321.0,1,17.827572177449294
QF1421,2024-11-13 10:20:05,HR Professional,Free,06-08-2024,False,2024-06,67,28,3.0,552.0,2,13.710938819717185
QF1422,2024-12-07 04:56:54,Corporate Trainer,Pro,08-08-2024,False,2024-06,67,29,2.0,339.0,2,23.532018160131287
QF1423,2024-01-27 05:34:24,K-12 Tutor,Pro,24-08-2024,True,2024-06,67,7,4.0,569.0,2,8.703778660316814
QF1424,2024-07-22 16:28:22,High School Teacher,Pro,01-08-2024,True,2024-06,66,30,3.0,507.0,2,22.670421383729508
QF1425,2024-07-07 06:35:58,University Professor,Pro,19-08-2024,True,2024-06,66,12,4.0,468.0,2,20.91588877989835
QF1426,2024-01-03 00:00:00,STEM Educator,Basic,20-08-2024,True,2024-06,66,11,12.0,663.0,0,22.86777361720905
